tax_id,halophilic
2292255,TRUE
2545621,TRUE
1827502,TRUE
237679,TRUE
259059,TRUE
696001,TRUE
1354027,TRUE
1774590,TRUE
1293599,TRUE
616990,TRUE
267364,TRUE
144023,TRUE
558169,TRUE
47157,TRUE
2510307,TRUE
1783352,TRUE
278132,TRUE
245187,TRUE
228959,TRUE
333963,TRUE
1082479,TRUE
198482,TRUE
284578,TRUE
1789439,TRUE
40571,TRUE
283877,TRUE
1940529,TRUE
1850348,TRUE
33968,TRUE
2026657,TRUE
481366,TRUE
68170,TRUE
431273,TRUE
195913,TRUE
2066697,TRUE
131080,TRUE
640948,TRUE
387096,TRUE
1930061,TRUE
380393,TRUE
1223500,TRUE
287097,TRUE
144026,TRUE
1383882,TRUE
55969,TRUE
228956,TRUE
1855823,TRUE
390842,TRUE
454153,TRUE
490829,TRUE
2200892,TRUE
263067,TRUE
360086,TRUE
175306,TRUE
1122176,TRUE
28031,TRUE
1079994,TRUE
1220589,TRUE
198483,TRUE
200378,TRUE
103732,TRUE
1423716,TRUE
2020682,TRUE
303241,TRUE
144022,TRUE
309788,TRUE
267633,TRUE
283878,TRUE
1930058,TRUE
33966,TRUE
267363,TRUE
297171,TRUE
313368,TRUE
446820,TRUE
1122183,TRUE
48076,TRUE
643747,TRUE
381,TRUE
1236220,TRUE
162393,TRUE
1647648,TRUE
262077,TRUE
69365,TRUE
1122206,TRUE
135739,TRUE
1452538,TRUE
2010992,TRUE
459816,TRUE
71433,TRUE
61656,TRUE
2291674,TRUE
1223527,TRUE
1122199,TRUE
523742,TRUE
1163748,TRUE
475979,TRUE
397278,TRUE
1033846,TRUE
33883,TRUE
2162893,TRUE
256324,TRUE
36805,TRUE
564766,TRUE
279826,TRUE
2039722,TRUE
218670,TRUE
126843,TRUE
187981,TRUE
246613,TRUE
28104,TRUE
2293570,TRUE
153731,TRUE
1122203,TRUE
989,TRUE
33884,TRUE
209639,TRUE
2201898,TRUE
485258,TRUE
270350,TRUE
269069,TRUE
1111733,TRUE
262076,TRUE
191770,TRUE
86796,TRUE
1134405,TRUE
462710,TRUE
883126,TRUE
69974,TRUE
1935995,TRUE
69366,TRUE
418719,TRUE
374837,TRUE
1569211,TRUE
36806,TRUE
408,TRUE
39956,TRUE
568106,TRUE
256323,TRUE
435907,TRUE
930124,TRUE
1122214,TRUE
1168289,TRUE
1850242,TRUE
433649,TRUE
270351,TRUE
33917,TRUE
379482,TRUE
129985,TRUE
630514,TRUE
269709,TRUE
264739,TRUE
266835,TRUE
57043,TRUE
2138083,TRUE
398773,TRUE
1874317,TRUE
271065,TRUE
523786,TRUE
559315,TRUE
1348634,TRUE
2304603,TRUE
2135793,TRUE
246786,TRUE
940190,TRUE
178399,TRUE
1156576,TRUE
69369,TRUE
199592,TRUE
446075,TRUE
69362,TRUE
89067,TRUE
415209,TRUE
515415,TRUE
1566885,TRUE
33885,TRUE
1383885,TRUE
69368,TRUE
69367,TRUE
36807,TRUE
82380,TRUE
88568,TRUE
262898,TRUE
358100,TRUE
424758,TRUE
179095,TRUE
699879,TRUE
81499,TRUE
111291,TRUE
589240,TRUE
355930,TRUE
453963,TRUE
146021,TRUE
1336243,TRUE
254955,TRUE
284570,TRUE
156977,TRUE
1914461,TRUE
57480,TRUE
2033,TRUE
33918,TRUE
337005,TRUE
479978,TRUE
1305862,TRUE
307120,TRUE
86173,TRUE
67574,TRUE
630515,TRUE
664640,TRUE
99117,TRUE
124798,TRUE
69370,TRUE
230091,TRUE
47850,TRUE
342002,TRUE
1791,TRUE
279828,TRUE
435905,TRUE
1223528,TRUE
1202962,TRUE
886377,TRUE
260552,TRUE
48074,TRUE
552903,TRUE
252514,TRUE
547162,TRUE
88139,TRUE
47856,TRUE
415210,TRUE
53388,TRUE
455343,TRUE
986746,TRUE
121616,TRUE
1840605,TRUE
227316,TRUE
254954,TRUE
146020,TRUE
912594,TRUE
146017,TRUE
261654,TRUE
993416,TRUE
1852,TRUE
1562603,TRUE
390637,TRUE
476,TRUE
1270,TRUE
76832,TRUE
2212479,TRUE
1520670,TRUE
1566886,TRUE
1136880,TRUE
721133,TRUE
1069220,TRUE
209249,TRUE
1210072,TRUE
348826,TRUE
1820002,TRUE
926360,TRUE
256,TRUE
1580092,TRUE
115979,TRUE
399,TRUE
549003,TRUE
37328,TRUE
1931275,TRUE
216929,TRUE
431269,TRUE
37922,TRUE
348780,TRUE
388259,TRUE
363630,TRUE
338192,TRUE
272918,TRUE
1210076,TRUE
85688,TRUE
225051,TRUE
1210067,TRUE
225325,TRUE
1052014,TRUE
204891,TRUE
67774,TRUE
702745,TRUE
37329,TRUE
1210080,TRUE
682667,TRUE
34,TRUE
272919,TRUE
282199,TRUE
430679,TRUE
2027859,TRUE
53429,TRUE
228600,TRUE
83456,TRUE
1206728,TRUE
67263,TRUE
1118379,TRUE
1206721,TRUE
1314752,TRUE
95162,TRUE
1772,TRUE
1882340,TRUE
1903171,TRUE
1223549,TRUE
1824,TRUE
558529,TRUE
263910,TRUE
302044,TRUE
1095778,TRUE
1227500,TRUE
37327,TRUE
53428,TRUE
225327,TRUE
1534348,TRUE
1210082,TRUE
929101,TRUE
146018,TRUE
1206723,TRUE
1210089,TRUE
1210070,TRUE
268739,TRUE
525368,TRUE
1737571,TRUE
419186,TRUE
2174932,TRUE
209246,TRUE
63128,TRUE
1818,TRUE
145285,TRUE
1548602,TRUE
220686,TRUE
640943,TRUE
1210071,TRUE
228599,TRUE
37326,TRUE
37330,TRUE
1781,TRUE
1823,TRUE
132249,TRUE
46182,TRUE
209247,TRUE
280239,TRUE
53430,TRUE
1210093,TRUE
1206736,TRUE
37332,TRUE
1048357,TRUE
158500,TRUE
45979,TRUE
37333,TRUE
1210098,TRUE
2800121,TRUE
203799,TRUE
1246485,TRUE
60489,TRUE
109329,TRUE
257275,TRUE
2014,TRUE
1778267,TRUE
220378,TRUE
2800120,TRUE
1206739,TRUE
29299,TRUE
634462,TRUE
208602,TRUE
228601,TRUE
124285,TRUE
46179,TRUE
109330,TRUE
180198,TRUE
1235441,TRUE
627624,TRUE
46171,TRUE
1429072,TRUE
179819,TRUE
279238,TRUE
141693,TRUE
157465,TRUE
1206734,TRUE
37484,TRUE
109465,TRUE
61305,TRUE
252230,TRUE
273676,TRUE
228596,TRUE
1843,TRUE
1821,TRUE
53432,TRUE
46173,TRUE
280618,TRUE
1841,TRUE
46174,TRUE
180199,TRUE
1348637,TRUE
