tax_id,psychrophilic
279826,TRUE
39956,TRUE
36807,TRUE
408,TRUE
269069,TRUE
1267217,TRUE
57043,TRUE
49186,TRUE
39844,TRUE
133552,TRUE
1452538,TRUE
1917180,TRUE
940190,TRUE
67574,TRUE
462710,TRUE
48074,TRUE
1091046,TRUE
1791,TRUE
1770,TRUE
261654,TRUE
582,TRUE
111292,TRUE
69362,TRUE
187980,TRUE
478,TRUE
1716077,TRUE
90240,TRUE
227316,TRUE
346665,TRUE
69368,TRUE
355930,TRUE
34062,TRUE
428031,TRUE
39687,TRUE
44454,TRUE
1908308,TRUE
121616,TRUE
319709,TRUE
279828,TRUE
2033,TRUE
78556,TRUE
247022,TRUE
90241,TRUE
1790,TRUE
230091,TRUE
179095,TRUE
1336243,TRUE
69370,TRUE
3344666,TRUE
180434,TRUE
262898,TRUE
1955052,TRUE
57480,TRUE
692994,TRUE
89067,TRUE
1391627,TRUE
254955,TRUE
1401690,TRUE
1202962,TRUE
337005,TRUE
180435,TRUE
29405,TRUE
1799,TRUE
1270,TRUE
1354267,TRUE
254954,TRUE
156977,TRUE
1855725,TRUE
86173,TRUE
69539,TRUE
110539,TRUE
1812349,TRUE
111291,TRUE
80854,TRUE
886377,TRUE
1764,TRUE
37916,TRUE
126673,TRUE
75922,TRUE
36813,TRUE
1794,TRUE
1335622,TRUE
228230,TRUE
292462,TRUE
190147,TRUE
75920,TRUE
1226752,TRUE
1793,TRUE
43304,TRUE
28045,TRUE
83262,TRUE
146017,TRUE
1783,TRUE
56689,TRUE
1773,TRUE
1226753,TRUE
1766,TRUE
29314,TRUE
1777,TRUE
39688,TRUE
169765,TRUE
1209984,TRUE
146021,TRUE
43348,TRUE
1122247,TRUE
39695,TRUE
1804,TRUE
187102,TRUE
1810,TRUE
1775,TRUE
1772,TRUE
1800,TRUE
1787,TRUE
76832,TRUE
1236609,TRUE
561067,TRUE
98668,TRUE
39694,TRUE
1792,TRUE
144549,TRUE
44010,TRUE
1768,TRUE
144550,TRUE
258533,TRUE
28445,TRUE
146018,TRUE
1265312,TRUE
53376,TRUE
212765,TRUE
153971,TRUE
36814,TRUE
39691,TRUE
141349,TRUE
1784,TRUE
110505,TRUE
222805,TRUE
