ID,designation_header,strain_number_header,is_type_strain_header,species,pH
,,,,,5
158707,LB2,"KCTC 62138, NBRC 113023",1,"Paracoccus alimentarius",4.5
,,,,,5
158752,GHD-05,"KCTC 52978, NBRC 112902",1,"Paracoccus litorisediminis",5.0
1438,"M1, R-35644","DSM 9572, LMG 23032",1,"Parageobacillus thermantarcticus",5.0
1430,"KP 1006, R-35637, NRS-81","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516, NCIMB 11955",1,"Geobacillus thermoglucosidasius",5.0
139573,NSCS20N07D,"CIP 111031, KCTC 52126, MCCC 1A01886",1,"Paraphotobacterium marinum",5
166215,KKH3,"LMG 26003, KCTC 23131",1,"Pectobacterium actinidiae",5
166139,,"LMG 21371, NCPPB 4609, CFBP 6617",1,"Pectobacterium brasiliense",5
166216,,"NCPPB 3387, ICMP 9168, CFBP 6051",1,"Pectobacterium versatile",5
133113,,"LMG 29684, CCM 8689",1,"Pedobacter jamesrossensis",5
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis",3.9
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,"Pigmentiphaga daeguensis",4.5
159685,IMT-318,"DSM 107179, CCM 8859, CIP 111626, LMG 30658",1,"Pigmentiphaga humi",5
24217,HSS8-18,"DSM 46738, BCC 41917, JCM 17129, NBRC 112720",1,"Planosporangium thailandense",5
133261,RA4-7,"KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",5
141043,OITF-22,"KCTC 52658, NBRC 112706",1,"Polaribacter insulae",5
133147,YKTF-7,"KCTC 52252, NBRC 112298",1,"Pontibacter litorisediminis",5
133191,KYW1030,"KACC 18739, JCM 31319",1,"Pontibacter rugosus",4
130974,"HM 533","DSM 45485, CECT 8709, UTMC 00533, UTMC 533",1,"Promicromonospora kermanensis",4
140699,OCN003,"CCOS 1042, CIP 111189",1,"Pseudoalteromonas piratica",5
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,"Hanstruepera ponticola",5.0
133214,E3/2,"LMG 29678, CCM 8698, DSM 103461, CIP 111103",1,"Duganella danionis",5
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024, JCM 5962, BCRC 10944, CCEB 481, CCM 1960, CCUG 28447, CCUG 551, CECT 110, CGMCC 1.1785, CIP 100720, IAM 1514, IFO 12689, IFO 3756, KCTC 1750, LMG 1242, NBRC 12689, NBRC 3756, NCDO 1369, NCIMB 8295, NCPPB 1965, IMET 10403, CCM 481, VKM B588, CIP 63.52",1,"Pseudomonas aeruginosa",5
166254,A31/70,"CECT 9981, CCUG 73638",1,"Stutzerimonas nosocomialis",5
140347,ATK03,"DSM 104088, CECT 9183",1,"Pseudonocardia nigra",5
133680,HDW-19,"KCTC 23043, CCUG 58879",1,"Pseudorhodobacter aquimaris",5.0
140481,HWR-46,"NBRC 112426, KCTC 52470",1,"Pseudorhodobacter ponti",5
140472,M1A1,"CIP 111183, CCM 8710, LMG 29766",1,"Psychromonas aquatilis",5
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,"Puia dinghuensis",4
14408,UG-2,"DSM 19429, LMG 24205",1,"Pullulanibacillus uraniitolerans",4
132610,Su06,"DSM 28599, ATCC BAA-2559",1,"Pyrodictium delaneyi",5
141093,FH13,"CCBAU 101094, HAMBI 3626, LMG 28672",1,"Rhizobium acidisoli",4.5
132154,LBP2-1,"DSM 104289, ATCC BAA-2435, CIP 110456, CCGE 524",1,"Rhizobium calliandrae",4.5-5
141049,"Z87-8, U 10001","UMR 1320, LMG 30030, CNPSo 668",1,"Rhizobium esperanzae",4
133217,LPU83,"CECT 9014, LMG 29160",1,"Rhizobium favelukesii",4.5
170906,"JKLM 12A2","MCC 3961, KACC 21380, JCM 33658",1,"Rhizobium indicum",4
132155,"SJP1-2, NSJP1-1","DSM 104288, ATCC BAA-2446, CIP 110454, CCGE 526",1,"Rhizobium mayense",4.5-5
7573,B-1973,"DSM 7307, ATCC 19584, CECT 908, LMG 16473, NCIMB 9729, NRRL B-1973, JCM 11566, BCRC 14858, CIP 82.105, IAM 14871, KCTC 3388, LMG 17310, MTCC 22, NCFB 2326, PCM 2469, NCDO 2326",1,"Rhizobium viscosum",5
140545,CRZM18R,"LMG 29735, CECT 9169",1,"Rhizobium zeae",5
76,5420S-30,"DSM 19363, KACC 12521, UCCCB24, CIP 110193",1,"Muricoccus aerilatus",5.0
133325,GHTF-24,"KCTC 52454, NBRC 112420",1,"Roseovarius aestuariivivens",5
1225,TF-12,"DSM 16205, JCM 11545, KCCM 41589, CIP 108136",1,"Rossellomorea aquimaris",4.5
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,"Rossellomorea marisflavi",4.0
,,,,,4.5
132581,140917-MRSA-09,"DSM 102816, CCM 8669, LMG 29446, JCM 31759, CIP 111029",1,"Rothia aerolata",4.5
63,S-877,"DSM 15669, AJ 13480, JCM 12116",1,"Saccharibacter floricola",4
158656,HS-3,"JCM 32116, InaCC Ar80",1,"Saccharolobus caldissimus",3
133634,,"KCTC 22684, KCCM 42930, NBRC 105825, IMCC 4453, UCCCB35",1,"Saccharospirillum aestuarii",5.0
166089,CPA1,"UCCCB45, CECT 9131, LMG 29516",0,"Saccharospirillum correiae",5.0
132669,MB27,"DSM 46885, CECT 9045",1,"Saccharothrix isguenensis",5
166091,CPA62,"UCCCB97, CECT 9339, LMG 30108",1,"Salinicola aestuarinus",4.0
166092,CPA92,"UCCCB98, CECT 9340, LMG 30109",1,"Salinicola endophyticus",4.0
166090,CPA60,"UCCCB96, CECT 9338, LMG 30107",1,"Salinicola halimionae",4.0
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626, UCCCB105, CG 4.1, CIP 109715",1,"Salinicola halophilus",5.0
166093,CR45,"UCCCB99, CECT 9341, LMG 30105",1,"Salinicola halophyticus",5.0
166094,CR50,"UCCCB100, CECT 9342, LMG 30106",1,"Salinicola lusitanus",4.0
162296,DY22,"JCM 18795, CGMCC 1.12381, UCCCB104",1,"Salinicola peritrichatus",4.5
6080,M27,"DSM 18044, CIP 109895, KCTC 12664, UCCCB106",1,"Salinicola salarius",5.0
24097,N4,"DSM 22730, CCTCC AB 2012912, KACC 16602, UCCCB108",1,"Salinicola zeshunii",5.0
156380,,"CCUG 61398, UCCCB111, SLU AS13, AS 13",0,"Serratia plymuthica",4.0
132354,DHOF10,"DSM 103429, CGMCC 1.13007, KCTC 42631",1,"Silvibacterium dinghuense",4-4.5
10502,ir6-4,"DSM 24239, CGMCC 1.8860, KCTC 22514, NBRC 103189",0,"Silvimonas amylolytica",4
10503,ir6-1,"DSM 24036, CGMCC 1.8859, KCTC 22513, NBRC 103188",1,"Silvimonas iriomotensis",4
1220,R-6540,"DSM 16013, CIP 108820, LMG 22081",1,"Siminovitchia farraginis",5.0
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,"Siminovitchia fordii",5.0
1219,R-6514,"DSM 16012, CIP 108822, LMG 22079",1,"Siminovitchia fortis",5
11944,S26,"DSM 23044, VKM B-2599",1,"Singulisphaera rosea",4.8-5.0
159719,X1-8,"KCTC 62032, CGMCC 1.16275",1,"Sphingomonas tabacisoli",5
158698,S7-3-19,"KCTC 52728, JCM 32131",1,"Spirosoma horti",5
133359,JBM2-3,"KCTC 52176, JCM 31298",1,"Spirosoma swuense",5
133204,GD201205,"CICC 23867, KCTC 15488",1,"Sporolactobacillus pectinivorans",3
14405,QC81-06,"DSM 21265, JCM 15325",1,"Sporolactobacillus putidus",4.5-5
,,,,,4.75
158794,,"CECT 8596, DSM 26545, CAIM 1838, CIP 111643",1,"Streptococcus penaeicida",4-5
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,"Streptomyces alfalfae",5
164410,ZFG47,"JCM 32897, CICC 11050",1,"Streptomyces cadmiisoli",4
15146,,"DSM 40395, ATCC 25497, CBS 105.72, CBS 957.69, ETH 16833, IFO 13085, IMRU 3375, ISP 5395, JCM 4226, JCM 4516, KCTC 9144, NBRC 13085, RIA 1277, BCRC 16231, CBS 105.27, CGMCC 4.1367, CGMCC 4.1774, CIP 105279, ICMP 12543, MTCC 4735, NRRL B-2555, VTT E-072713",0,"Streptomyces griseus",4-5
134317,,"DSM 41914, ATCC 53653",1,"Streptomyces himastatinicus",4
16459,HSM#10,"DSM 41950, NRRL B-24669",1,"Streptomyces hypolithicus",<4.3
133236,,"TRM 46515, CCTCC AA 2015040, KCTC 39729",1,"Streptomyces litoralis",5
16469,,"DSM 41911, NRRL B-5739",1,"Streptomyces milbemycinicus",4
141109,594,"IMPPG 594, DSM 41949, NRRL B-24891",1,"Streptomyces odonnellii",4.3
132670,S4702,"DSM 42103, CGMCC 4.7357, KCTC 29206",1,"Streptomyces ovatisporus",4
,,,,,5
133137,PL19,"NRRL B-24728, ICMP 17783",1,"Streptomyces pini",5
16417,SPR,"DSM 44925, NRRL B-24448",1,"Streptomyces polyantibioticus",<4.3
132381,169,"DSM 45455, CCUG 62974, MTCC 11561",1,"Streptosporangium algeriense",5
18037,Kr1,"DSM 17362, VKM B-2339",1,"Sulfobacillus thermotolerans",1.2-2.4
,,,,,2
140590,HS-1,"InaCC Ar79, JCM 31740",1,"Sulfodiicoccus acidiphilus",3.0-3.5
158817,KD-1,"JCM 32117, InaCC Ar81",1,"Sulfurisphaera javensis",3.5-4.0
133661,PA51,"LMG 21291, MTCC 3852",1,"Swaminathania salitolerans",3.5
140937,TT1,"JCM 18659, BCRC 80493",1,"Tagaea marina",5
140,TPB6017,"DSM 23630, VKM B-2570",1,"Telmatobacter bradus",3.0
,,,,,4.5-5.0
158558,JDTF-79,"KCTC 52980, NBRC 112903",1,"Tenacibaculum aestuariivivum",5
140709,RA3-2,"KCTC 52419, NBRC 112382",1,"Tenacibaculum haliotis",4.5
,,,,,5
167510,ISS155,"CECT 9533, LMG 31237, ISS 155",1,"Thalassocella blandensis",5
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,"Thalassotalea insulae",5.0
525,CR11,"DSM 19557, ATCC BAA-1533",1,"Thermocrinis minervae",4.8
140262,3127-1,"DSM 102892, VKM B-3043",1,"Thermodesulfobium acidiphilum",4.8-5.0
17068,RKU-1,"DSM 13995, JCM 10881, ATCC BAA-488",1,"Thermotoga petrophila",5
11924,JB-A2,"DSM 12351, ATCC 700878",1,"Thiomicrorhabdus frisia",4.2
17952,6C,"DSM 21436, JCM 16107",1,"Thiomonas islandica",4
130227,"NKMU-JPY-345, JPY-345","DSM 29917, BCRC 80258, KCTC 23309, LMG 26032",1,"Trinickia symbiotica",5
132626,E3/4,"DSM 102221, CCM 8677, CIP 111017",1,"Undibacterium danionis",5
3017,BAM-48,"DSM 21722, KCTC 22010, NBRC 103145, JCM 18805, NCIMB 14573, BAM 48",1,"Variovorax boronicumulans",4.0
1484,DSW-10,"DSM 16826, CIP 109001, KCTC 3933",1,"Virgibacillus dokdonensis",5.0
571,R-17170,"DSM 16319, LMG 22166",1,"Viridibacillus arenosi",5.0
570,R-16993,"DSM 16317, LMG 22165",1,"Viridibacillus arvi",5.0
158706,MYP2-2,"KCTC 62141, NBRC 113025",1,"Aequorivita todarodis",5
166530,IMT-291,"LMG 30636, CIP 111625, CCM 8858, IMT 291",1,"Xinfangfangia humi",0.0-4.0
166095,22II14-10F7,"UCCCB103, CGMCC 1.12470, LMG 27421, MCCC 1A06481",1,"Zunongwangia atlantica",5.0
5731,SM-A87,"DSM 18752, CCTCC AB 206139, UCCCB18",1,"Zunongwangia profunda",5.0
