ID,designation_header,strain_number_header,is_type_strain_header,species,Temperature
140489,RS-2-3,"NBRC 110990, InaCC A704",1,"Kocuria pelophila",6-9
,,,,,7
7646,,"DSM 348, ATCC 9341, PCI 1001, JCM 20050, BCRC 10449, CCM 552, CECT 241, CIP 53.45, CNCTC 5039, IAM 1099, IFO 12708, LMG 8194, LMG 8764, LMG 8789, LMG 8816, NBRC 103217, NBRC 12708, NBRC 3232, NCIMB 8553, NCTC 8340, IMET 10397, NCDO 758",0,"Kocuria rhizophila",10
7648,,"DSM 46222, ATCC 9341a, IMET 10748, NCIB 9660, PCI 1001/D, CIP 106636, NCIMB 9660",0,"Kocuria rhizophila",10
134482,,"CIP 106519, ATCC 15957, CCRC 11055, CCTM La 2974, CECT 4093, NCIMB 12874",0,"Kocuria rhizophila",10
7640,,"DSM 12801, ATCC 49321, JCM 21325, CIP 106741, IAM 14819, IFO 15588, NBRC 15588",0,"Kocuria rosea",10
138718,,"CIP 107101",0,"Komagataeibacter europaeus",10
22896,JK3,"DSM 13111, ZIM B022, CIP 105781",0,"Komagataeibacter intermedius",10
138240,TSN3,"CIP 105782, ZIM B051",0,"Komagataeibacter intermedius",10
91,,"DSM 11826, JCM 16937, LMG 18849, NCIMB 13557, LTH 2460, BCC 36445, BCRC 17057, CIP 105763",1,"Komagataeibacter oboediens",10
95,,"DSM 15973, BCC 7227, JCM 9730, LMG 18788, BPR 2001, ATCC 700178, BCRC 80162, CECT 7291, CIP 106078",1,"Komagataeibacter sucrofermentans",10
88,,"DSM 6513, ATCC 23767, BCC 7226, JCM 7644, LMG 1515, NBRC 15237, NCIMB 11664, BCRC 12952, CCM 3611, CCUG 37299, CECT 7351, CIP 103107, IFO 15237, NCTC 4112, VTT E-97831",1,"Acetobacter xylinus",10
134041,,"KCTC 32292, NBRC 109401, IMCC 3317",1,"Kordia antarctica",15
4376,"888-76, KSK 246, UM-79, KSK246, U11-79","DSM 18146, CIP 107300, JCM 10956, LMG 23569, CCUG 45998",1,"Kosakonia cowanii",5
164525,"GDMCC1.1570, WCHEs120001","JCM 33347, GDMCC 1.1570, NCTC 14272",1,"Kosakonia quasisacchari",2
4370,D5/23,"CCUG 50898, DSM 16656, CIP 108468, LMG 23767",1,"Kosakonia radicincitans",10
,,,,,5
11076,65-N86,"DSM 17836, IFO 14399, JCM 10339, KCTC 9580, NBRC 14399, KACC 20248, CIP 107494, IMSNU 22160, NCIMB 13631, NRRL B-16234",1,"Kribbella flavida",10
11073,HD9,"DSM 17305, CIP 108509, JCM 12204, KACC 20266, NBRC 101070",1,"Kribbella jejuensis",10
11077,"LM 161","DSM 17837, IMSNU 50530, JCM 10977, KACC 20250, CIP 108301, NBRC 101069",1,"Kribbella koreensis",10
132535,,"DSM 23717, NRRL B-24813, PIP 158",1,"Kribbella pittospori",15
11070,"C-49,009","DSM 15626, ATCC 39419, KCTC 9609, JCM 10340, CIP 107493, IMSNU 22170, IMSNU 22181, KACC 20249, NBRC 100341",1,"Kribbella sandramycini",10
11072,DSA1,"DSM 17294, CIP 108508, JCM 12205, KACC 20196, NBRC 101071",1,"Kribbella solani",10
169731,"Hel_I_53, Hel1_53","DSM 29410",0,"Dokdonia sp.",15
169732,"Hel_I-5, Hel1-5","DSM 29411",0,"Dokdonia sp.",15
6082,SW32,"DSM 15357, CIP 107103, JCM 10873, KCCM 80003, CGMCC 1.3499",1,"Kushneria marisflavi",5
3929,K8356/99,"DSM 13884, CCM 4918, CCUG 52422, JCM 12136, Muenster 2000, BCRC 17473, CIP 107681, IFM 10530",1,"Kytococcus schroeteri",10
136966,"ROG 140","CIP 108677",0,"Kytococcus schroeteri",10
3928,"541, 54","CCUG 33030, DSM 20547, ATCC 14392, CCM 314, JCM 11482, BCRC 17469, CECT 4619, CIP 81.72, IAM 13003, IFO 15357, IMSNU 21324, LMG 14228, NBRC 15357, NCIMB 13236, NCIMB 14423, NCMB 555, NCTC 11040, VKM Ac-2222, VKM B-1316, VKM B-1824, NCIMB 555",1,"Kytococcus sedentarius",10
133336,HQYD1,"MCCC 1K02304, KCTC 42583",1,"Saccharicrinis aurantiacus",10
158271,59.10-2M,"DSM 102944, JCM 31100",0,"Labilibaculum manganireducens",15
134121,DJ3,"ACAM 1055, CIP 108538",1,"Lacinutrix copepodicola",12.5
169600,"Hel_I_90, Hel1_90","DSM 29335",0,"Lacinutrix sp.",15
6670,MCH3-1,"DSM 22697, BCC 21233, CIP 109883, JCM 13995, NRIC 0672, PCU 273",1,"Lacticaseibacillus camelliae",15
6559,"03, 7, O3","CCUG 21451, IAM 12473, LMG 6904, DSM 20011, ATCC 393, NCDO 161, WDCM 00100, JCM 1134, BCRC 10697, CECT 475, CIP 103137, IFO 15883, KCTC 3109, NBRC 15883, NCIMB 11970, NRRL B-1922, VTT E-85225, IID 892, CCM 7088, NCTC 13641",1,"Lacticaseibacillus casei",10
6607,A24-2-1,"DSM 15945, AS 1.2826, LMG 21017, JCM 12539, CGMCC 1.2826, CIP 107744, NBRC 106106",1,"Lacticaseibacillus pantheris",10
,,,,,15
6626,,"DSM 16365, CIP 108320, CCUG 50787, DKO 22, JCM 16169, BCRC 17638, NBRC 106468, NRIC 0653",1,"Lactiplantibacillus argentoratensis",10
6493,P1,"DSM 2601, ATCC 10241, NCDO 343, NCIB 7220, JCM 1551, BCRC 12251, CECT 749, CIP 71.39, KCTC 3104, LMG 9208, NCFB 343, NCIMB 7220, NCIMB 8184, NCTC 7220",0,"Lactiplantibacillus plantarum subsp. plantarum",10
,,,,,15
6498,,"DSM 13273, ATCC BAA-171, NRRL B-14768, CCUG 45396, CIP 106786, JCM 11125, NCIMB 14068",0,"Lactiplantibacillus plantarum",10
6499,17-5,"DSM 20205, ATCC 8014, CCM 1904, NCDO 82, NCIB 6376, JCM 1057, AHU 1413, ATU L-2, BCRC 10357, BUCSAV 214, BUCSAV 449, CCUG 11253, CCUG 9289, CECT 220, CECT 4308, CGMCC 1.1856, CIP A159, IAM 1041, ICPB 2080, IFO 3070, JCM 6651, KCTC 1048, KCTC 21024, LMG 1284, NBIMCC 1009, NBRC 3070, NCCB 46043, NCFB 82, NCIMB 6376, NCIMB 8014, NCIMB 8030, NCIMB 8864, NCIMB 8960, NCTC 6376, NRIC 1064, VKM B-1922, VKM B-578, VTT E-71034, IMET 10698",0,"Lactiplantibacillus plantarum subsp. plantarum",10
,,,,,15
6402,,"DSM 20749, ATCC 43578, JCM 3825, CCUG 32229, LMG 10751, CIP 103180, NCIMB 12799, NBI 3014, CECT 4019, NCFB 2798",1,"Lactobacillus acetotolerans",10
,,,,,15
170953,"Ge 1",CRBIP24.100,0,"Ligilactobacillus acidipiscis",15
170954,"Ge 4",CRBIP24.102,0,"Ligilactobacillus acidipiscis",15
170955,Ge8,CRBIP24.103,0,"Ligilactobacillus acidipiscis",15
170956,"Ge 11",CRBIP24.104,0,"Ligilactobacillus acidipiscis",15
170957,Ge22,CRBIP24.111,0,"Ligilactobacillus acidipiscis",15
6404,"L917, Scav","DSM 20079, ATCC 4356, NCDO 1748, NCIB 8690, WDCM 00098, CCUG 5917, IFO 13951, CCM 4833, JCM 1132, BCRC 10695, CECT 903, CGMCC 1.1878, CIP 76.13, HAMBI 84, KCTC 3111, KCTC 3164, LMG 13550, LMG 9433, NBRC 13951, NCCB 98067, NCFB 1748, NCIMB 8690, NCTC 12980, NRIC 1547, NRRL B-23431, NRRL B-4239, NRRL B-4495, VKM B-1660, VPI 6032, VTT E-96276, IID 893, IMET 10710, PCM 249",1,"Lactobacillus acidophilus",10
,,,,,15
135293,R-1-1,"CIP 103596, ATCC 4355, JCM 1021, KCTC 3140, LMG 11469, VPI 0328",0,"Lactobacillus acidophilus",10
,,,,,15
,,,,,5
135306,4B,"CIP 103597, ATCC 832, NCDO 1, NCTC 1723, NCIMB 1723, JCM 1023, KCTC 3142, LMG 11428, VPI 11760-B",0,"Lactobacillus acidophilus",10
,,,,,5
135307,43,"CIP 103598, ATCC 314, JCM 2121",0,"Lactobacillus acidophilus",15
136312,,"CIP 104457, ATCC 11975, NCDO 2, NCTC 1899, VPI 11084",0,"Lactobacillus acidophilus",15
137096,,"CIP 103600, VPI 11473",0,"Lactobacillus acidophilus",10
,,,,,15
137247,A18,"CIP 103601",0,"Lactobacillus acidophilus",10
137642,Pak,"CIP 103595, ATCC 4357, NCDO 1697, NCIMB 8607, JCM 5342, CDA 630, KCTC 3171, LMG 11430, VPI 0330, VPI 11096",0,"Lactobacillus acidophilus",10
,,,,,15
137667,"65 AC","CIP 104463",0,"Lactobacillus acidophilus",15
137731,184.85,"CIP 101490",0,"Lactobacillus acidophilus",10
,,,,,15
138689,,"CIP 102079",0,"Lactobacillus acidophilus",10
,,,,,15
170959,61N,CRBIP24.117,0,"Lactobacillus acidophilus",15
6571,"LA 5","DSM 11664, CCUG 39901, CIP 107338, JCM 12529, LMG 18796",1,"Lactobacillus amylolyticus",10
,,,,,15
171066,,CRBIP24.121,0,"Lactobacillus amylolyticus",15
136227,"2HP 82","CIP 103609, ATCC 33198, JCM 2010, CCM 4382, NCFB 2745, VPI 1754",0,"Lactobacillus amylovorus",15
136230,"12HA 75A","CIP 103610, VPI 0824",0,"Lactobacillus amylovorus",10
,,,,,15
138078,,"CIP 104569, JCM 5809, KCTC 3177, LMG 18190",0,"Lactobacillus amylovorus",15
138079,,"CIP 104570, JCM 5811, KCTC 3179, LMG 18192",0,"Lactobacillus amylovorus",15
138080,,"CIP 104572, JCM 1029, KCTC 3146, LMG 18179",0,"Lactobacillus amylovorus",15
138087,,"CIP 104619, ATCC 33621, CCUG 37501, NRRL B-4549, LMG 13135",0,"Lactobacillus amylovorus",15
,,,,,5
6413,B-4540,"DSM 20531, ATCC 33620, NRRL B-4540, CCUG 27201, JCM 1126, BCRC 11648, CCM 4380, CECT 4132, CGMCC 1.3395, CIP 102989, KCTC 3597, LMG 17752, LMG 9496, NCAIM B.01458, NCFB 2657, NCIMB 13276, VTT E-95576, NCDO 2657",1,"Lactobacillus amylovorus subsp. amylovorus",15
6414,B-4542,"CCUG 27202, DSM 20532, ATCC 33622, NRRL B-4542, JCM 1127, CCM 4381, CIP 104571",0,"Lactobacillus amylovorus subsp. amylovorus",15
6415,"H 27a","DSM 20552, CIP 104566, JCM 2125, KCTC 3170, LMG 18186",0,"Lactobacillus amylovorus subsp. amylovorus",15
159711,BS-W1,"BCRC 80970, NBRC 112377",1,"Levilactobacillus bambusae",10
,,,,,4
138345,3905,"CIP 106378, NCDO 1231",0,"Loigolactobacillus bifermentans",10
,,,,,15
137290,"S2-48, R50c","CIP 105134, JCM 1061, LMG 12020",0,"Levilactobacillus brevis",10
137682,S8-64,"CIP 105137, ATCC 367, CCRC 12310, JCM 1170, LMG 11437, NCDO 477, NCFB 477, NCIMB 947, NCIMB 8169, NCTC 947, CCUG 36840, BCRC 12310",0,"Levilactobacillus brevis",10
138175,"S8-40, P-2","CIP 105136, ATCC 27305, CCRC 14040, CCUG 21958, JCM 1102, LMG 7934, NRIC 1036, BCRC 14040",0,"Levilactobacillus brevis",10
138176,"S8-38, P-4","CIP 105138, ATCC 27306, CCRC 14045, CCUG 21960, JCM 1183, LMG 7935, BCRC 14045",0,"Levilactobacillus brevis",10
138943,V7,"CIP 71.35",0,"Levilactobacillus brevis",10
6442,,"DSM 20584, ATCC 33820, CCUG 30722, JCM 1185, LMG 9479, CIP 102990, VPI 3199, BCRC 14618, CECT 4840, NCFB 2752, NRIC 1717, NCDO 2752",1,"Lactobacillus crispatus",15
135308,,"CIP 103602, CG 97, VPI 1784",0,"Lactobacillus crispatus",10
135309,,"CIP 103603, NCTC 4505, NCIMB 4505, CCUG 42897, LMG 11440, VPI 11086",0,"Lactobacillus crispatus",10
,,,,,15
135475,F3,"CIP 105003, JCM 8780, LMG 18201",0,"Lactobacillus crispatus",10
,,,,,15
137068,58-098-135,"CIP 104459",0,"Lactobacillus crispatus",15
138142,F5,"CIP 105004, JCM 8781, CCUG 31411, LMG 18202",0,"Lactobacillus crispatus",10
,,,,,15
139286,Sp34,"CIP 105001, JCM 5808, KCTC 3176, LMG 18189",0,"Lactobacillus crispatus",10
,,,,,15
139287,,"CIP 105002, JCM 5810, KCTC 3178, LMG 18191",0,"Lactobacillus crispatus",10
,,,,,15
172658,2082,CRBIP24.77,0,"Lactobacillus crispatus",15
138043,,"CIP 102576",0,"Lactobacillus delbrueckii",10
,,,,,15
172663,"64 Z",CRBIP24.64,0,"Lactobacillus delbrueckii",15
6449,"14, Lb.14","DSM 20081, ATCC 11842, NCDO 1489, WDCM 00102, CCUG 41390, CIP 101027, LMG 6901, IMET 10708, JCM 1002, BCRC 10696, CCM 7190, CCUG 21450, CECT 4005, IAM 12472, IFO 13953, KCTC 3635, LMG 13551, NBRC 13953, NCFB 1489, NCIMB 11778, NCTC 12712, NRIC 1688, VKM B-1923, VTT E-96662",1,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
135400,,"CIP 102077",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
136042,,"CIP 102094",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
136300,,"CIP 104365, CNRZ 10, RM 7",0,"Lactobacillus delbrueckii subsp. bulgaricus",15
136627,BBY,"CIP 55.1, JCM 11038",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
137049,"66 E","CIP 103702",0,"Lactobacillus delbrueckii subsp. bulgaricus",15
137267,B6,"CIP 104347, CNRZ 36",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
137268,B7,"CIP 104348, NCDO 1373",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
137269,B10,"CIP 104349",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
138688,,"CIP 102078",0,"Lactobacillus delbrueckii subsp. bulgaricus",10
,,,,,15
6450,"730, Calvert, Calbert","CCUG 34222, CCM 7191, DSM 20074, ATCC 9649, NCDO 213, NCIB 8130, JCM 1012, BCRC 12195, CECT 286, CGMCC 1.2624, CIP 57.8, IAM 12474, IFO 3202, KCTC 1047, LMG 6412, NBRC 3202, NCIMB 8130, NRIC 1053, NRRL B-763, VKM B-1596, VTT E-98097",1,"Lactobacillus delbrueckii subsp. delbrueckii",10
,,,,,15
6610,,"DSM 15996, LMG 22083, CCUG 51390, CIP 108704, JCM 15610, NCC 725",1,"Lactobacillus delbrueckii subsp. indicus",10
137070,,"CIP 104462",0,"Lactobacillus delbrueckii subsp. indicus",15
6451,"L 110","DSM 20072, ATCC 12315, NCDO 1438, CCUG 31454, IAM 12476, JCM 1248, BCRC 12256, CGMCC 1.2132, CGMCC 1.2625, CIP 101028, KACC 12417, KCTC 3636, LMG 7942, NBIMCC 1012, NBRC 102622, NCFB 1438, NRIC 1683, NRRL B-4525, VTT E-93488",1,"Lactobacillus delbrueckii subsp. lactis",10
,,,,,15
6453,"326, F 59","DSM 20076, ATCC 4797, CCM 2344, NCDO 299, NCIB 7854, CCUG 21454, ATCC 7831, JCM 1148, BCRC 10699, CECT 287, CIP 54.3, IAM 1196, IFO 3073, LMG 13136, LMG 6891, NBRC 3073, NCCB 49006, NCFB 299, NCFB 301, NCIMB 7854, NCIMB 8117, NCIMB 8183, NRRL B-1924, NRRL B-735",0,"Lactobacillus leichmannii",10
,,,,,15
6454,"313, Ld 5, Ld5","DSM 20355, ATCC 7830, NCDO 8118, NCIB 302, JCM 1557, BCRC 11051, BCRC 80015, CCUG 19776, CECT 282, CIP 53.61, IAM 12066, IFO 3376, KCTC 1058, KCTC 3035, LMG 6401, NBRC 3376, NCDO 302, NCIMB 8118, PCM 2583",0,"Lactobacillus delbrueckii subsp. lactis",10
,,,,,15
135973,,"CIP 101810",0,"Lactobacillus delbrueckii subsp. lactis",10
,,,,,15
137310,"MB 367","CIP 105924, ATCC 10697, JCM 1107, BCRC 14003, CECT 374, NCIMB 8170",0,"Lactobacillus delbrueckii subsp. lactis",10
,,,,,15
134935,,"CIP 102006",0,"Limosilactobacillus fermentum",10
,,,,,15
135975,,"CIP 101930",0,"Limosilactobacillus fermentum",10
,,,,,15
136027,,"CIP 102007",0,"Limosilactobacillus fermentum",10
,,,,,15
172813,"61 BN2",CRBIP24.57,0,"Limosilactobacillus fermentum",15
133700,,"JCM 17355, BCRC 80278, YM 0097",1,"Companilactobacillus futsaii",10-15
6565,"7 CCr87","CCUG 30724, JCM 2011, CCM 4383, CIP 103611, DSM 10532, ATCC 33199, NCFB 2235, VPI 1294, BCRC 17266, KCTC 5048, LMG 9435, NCIMB 13223",1,"Lactobacillus gallinarum",15
136233,,"CIP 103612, VPI 2164A",0,"Lactobacillus gallinarum",10
,,,,,15
6466,"AM 63","CCUG 31451, DSM 20243, ATCC 33323, NCDO 2233, NCIB 11718, JCM 1131, BCC 49728, BCRC 14619, CCM 7009, CECT 4479, CGMCC 1.3396, CIP 102991, KCTC 3163, LMG 9203, NCFB 2233, NCIMB 11718, NCTC 13722, NRIC 1546, NRRL B-14168, NRRL B-4240, VTT E-991245, PCM 2500",1,"Lactobacillus gasseri",15
134714,,"CIP 110091",0,"Lactobacillus gasseri",15
135303,7G5,"CIP 103614, VPI 6325",0,"Lactobacillus gasseri",15
135312,,"CIP 103613, VPI 6099B",0,"Lactobacillus gasseri",15
135314,"VA 24061","CIP 103615, VPI 6322",0,"Lactobacillus gasseri",15
135316,,"CIP 103618, VPI 6101",0,"Lactobacillus gasseri",15
135317,640982638,"CIP 103619",0,"Lactobacillus gasseri",15
135371,,"CIP 110105",0,"Lactobacillus gasseri",15
135762,,"CIP 110090",0,"Lactobacillus gasseri",15
136026,,"CIP 101929",0,"Lactobacillus gasseri",10
,,,,,15
136112,,"CIP 102570",0,"Lactobacillus gasseri",10
,,,,,15
137069,,"CIP 104461",0,"Lactobacillus gasseri",10
,,,,,15
137071,,"CIP 104464",0,"Lactobacillus gasseri",15
137629,,"CIP 102418",0,"Lactobacillus gasseri",10
,,,,,15
137637,139-87,"CIP 102874",0,"Lactobacillus gasseri",10
,,,,,15
137650,61Z,"CIP 103784",0,"Lactobacillus gasseri",15
137651,"64C, 63 098 3754","CIP 103785",0,"Lactobacillus gasseri",15
137946,,"CIP 102276",0,"Lactobacillus gasseri",10
,,,,,15
138665,,"CIP 110092",0,"Lactobacillus gasseri",15
138685,,"CIP 104460",0,"Lactobacillus gasseri",15
,,,,,5
138807,,"CIP 103617, VPI 8832",0,"Lactobacillus gasseri",15
139159,,"CIP 101909",0,"Lactobacillus gasseri",10
,,,,,15
172829,,CRBIP24.119,0,"Lactobacillus gasseri",15
172830,"61 BH26",CRBIP24.120,0,"Lactobacillus gasseri",15
172831,,CRBIP24.127,0,"Lactobacillus gasseri",15
172832,,CRBIP24.128,0,"Lactobacillus gasseri",15
172833,,CRBIP24.136,0,"Lactobacillus gasseri",15
172837,,CRBIP24.172,0,"Lactobacillus gasseri",15
172838,"61 BN1",CRBIP24.194,0,"Lactobacillus gasseri",15
172840,"63 AK",CRBIP24.62,0,"Lactobacillus gasseri",15
172841,25-74,CRBIP24.73,0,"Lactobacillus gasseri",15
172842,2236,CRBIP24.79,0,"Lactobacillus gasseri",15
6471,"12, Lh12","DSM 20075, ATCC 15009, CCUG 30139, IMET 10709, LMG 6413, CCTM 3036, JCM 1120, BCRC 12936, CCM 7193, CECT 4305, CIP 103146, IFO 15019, KCTC 3545, LMG 13555, NBRC 15019, NCFB 2712, NCIMB 11971, NRIC 1545, NRRL B-4526, NCDO 2712",1,"Lactobacillus helveticus",10
,,,,,15
136298,H2,"CIP 104345, ATCC 10386, NCDO 261, NCIMB 8024",0,"Lactobacillus helveticus",10
,,,,,15
136299,J2,"CIP 104346",0,"Lactobacillus helveticus",10
,,,,,15
137106,H-80,"CIP 57.15, ATCC 12046, JCM 1554, NCDO 1829, NCIMB 8733, BCRC 12259",0,"Lactobacillus helveticus",10
,,,,,15
137173,J5,"CIP 104343, ATCC 10812, IFO 3809, NCDO 100, ATCC 13866, NCIMB 8589, JCM 1555, BUCSAV 224, NBRC 3809",0,"Lactobacillus helveticus",10
,,,,,15
139090,B2,"CIP 104344, NCDO 99, JCM 1004, LMG 11446, NCIMB 700099",0,"Lactobacillus helveticus",10
,,,,,15
172918,"61 BZ",CRBIP24.47,0,"Lactobacillus helveticus",15
172919,"60 A",CRBIP24.54,0,"Lactobacillus helveticus",15
172920,"60 B",CRBIP24.55,0,"Lactobacillus helveticus",15
6705,"61D, 361 D","DSM 23910, KCTC 21045, JCM 18988, CRBIP24.179, CRBIP 24.179",1,"Lactobacillus hominis",15
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,"Companilactobacillus huachuanensis",5
6580,,"DSM 13335, CCUG 28746, CIP 105923, LMG 18914, NCIMB 13718, CCM 4943, JCM 12513",1,"Lactobacillus iners",15
134522,,"CIP 105921, CCUG 28495",0,"Lactobacillus iners",15
135481,,"CIP 105922, CCUG 28718",0,"Lactobacillus iners",15
6535,"Th4, Th 4","CCUG 30727, DSM 6629, ATCC 49335, JCM 7548, BCRC 14741, CIP 104793, KCTC 5052, LMG 14196, NCIMB 13719",1,"Lactobacillus intestinalis",10
,,,,,15
136486,,"CIP 106136",0,"Lactobacillus intestinalis",10
,,,,,15
6475,62G,"DSM 20557, ATCC 25258, JCM 15953, BCRC 12939, CCUG 21961, CCUG 35572, CECT 4306, CIP 69.17, JCM 1146, KCTC 3599, KCTC 5194, LMG 6414, NCFB 2165, NCIMB 13279, NRRL B-4550, NCDO 2165",1,"Lactobacillus jensenii",15
134961,31.87,"CIP 102788",0,"Lactobacillus jensenii",10
,,,,,15
135879,Mat,"CIP 103764",0,"Lactobacillus jensenii",10
,,,,,15
137775,650.85,"CIP 101792",0,"Lactobacillus jensenii",10
,,,,,15
138039,545.86,"CIP 102564",0,"Lactobacillus jensenii",15
139024,,"CIP 110106",0,"Lactobacillus jensenii",15
173090,20-74,CRBIP24.72,0,"Lactobacillus jensenii",15
173091,MAHE,CRBIP24.80,0,"Lactobacillus jensenii",15
6560,,"DSM 10533, ATCC 33200, NCFB 2241, CCUG 30725, JCM 2012, KCTC 3801, VPI 7960, CCM 4384, CGMCC 1.3348, CGMCC 1.3397, CIP 103620, KCTC 5085",1,"Lactobacillus johnsonii",15
135886,A20,"CIP 103781, NCDO 20, VPI 11694",0,"Lactobacillus johnsonii",15
136238,,"CCUG 44519, IFO 13952, LMG 9437, JCM 8794, CIP 103653, ATCC 11506, NCIMB 8795, NCIMB 8892, JCM 1101, BCRC 14004, BUCSAV 419, CCM 2935, CECT 289, NBRC 13952, VPI 11088",0,"Lactobacillus johnsonii",15
6622,WT-2B,"CCUG 32248, LMG 9916, CIP 103307, DSM 5016, ATCC 43761, JCM 6985, BCRC 16059, CECT 5954, CGMCC 1.3402, KCTC 5075, LMG 19149, NCFB 2797, NCIMB 702797, NRIC 1718",1,"Lactobacillus kefiranofaciens subsp. kefiranofaciens",15
6627,"Ch-J-2-11, S1-99","CCUG 53874, CIP 108218, DSM 16761, JCM 1039, KCTC 3155, BCRC 17387, LMG 23133",1,"Lactobacillus kitasatonis",10
,,,,,15
138355,1028,"CIP 106486, CCUG 43181",0,"Limosilactobacillus mucosae",10
,,,,,15
138356,1035,"CIP 106487, CCUG 43182",0,"Limosilactobacillus mucosae",10
,,,,,15
141152,313,"NBRC 112868, BCRC 81020",1,"Companilactobacillus musae",15
135185,,"CIP 103909, CECT 980",0,"Lacticaseibacillus paracasei",10
136072,,"CIP 102309",0,"Lacticaseibacillus paracasei",10
165142,B3,"JCM 5344, ATCC 9857, CIP 62.18, KCTC 3173, LMG 11444, NCFB 3, NCIMB 2948, NCTC 2948, VPI 11089, NCDO 3, VPI 11759",0,"Lactobacillus paragasseri",10
,,,,,15
137062,,"CIP 104445, ATCC 700210",0,"Lactiplantibacillus paraplantarum",10
6489,1517,"DSM 23907, KCTC 21048, JCM 18989, CRBIP24.76, CRBIP 24.76",1,"Lactobacillus pasteurii",15
136311,"P6, P15","CIP 104438",0,"Lactiplantibacillus plantarum",10
136944,,"CIP A161",0,"Lactiplantibacillus plantarum",10
,,,,,15
137013,P3,"CIP 104437, ATCC 13649, NCDO 773, JCM 1100, DSM 20191",0,"Lactiplantibacillus plantarum",10
,,,,,15
137324,,"CIP 106679, DSM 13171, ATCC 700934, CCUG 43621, JCM 12512",0,"Lactobacillus fornicalis",10
6594,"SVA B 1491/99, 1491","DSM 15354, CCUG 42378, CIP 106492, JCM 11552, BCRC 17924, KCTC 13905",1,"Lactobacillus psittaci",10
,,,,,15
135238,,"CIP 103256, ATCC 15214",0,"Limosilactobacillus reuteri",10
134883,686.86,"CIP 102683",0,"Lactobacillus rhamnosus",15
134884,685.86,"CIP 102684",0,"Lactobacillus rhamnosus",15
136117,620-86,"CIP 102623",0,"Lactobacillus rhamnosus",10
,,,,,15
137066,,"CIP 104456",0,"Lactobacillus rhamnosus",5
137867,973.85,"CIP 101990",0,"Lactobacillus rhamnosus",10
,,,,,15
137878,171-86,"CIP 102102",0,"Lactobacillus rhamnosus",10
,,,,,15
137910,"P64-P74, 93-86","CIP 102168",0,"Lactobacillus rhamnosus",10
138750,743.86,"CIP 102751",0,"Lactobacillus rhamnosus",15
136797,,"CIP 106135",0,"Ligilactobacillus ruminis",10
,,,,,15
135532,,"CIP 104351",0,"Ligilactobacillus salivarius",10
,,,,,15
135533,,"CIP 104352",0,"Ligilactobacillus salivarius",10
,,,,,15
135534,,"CIP 104353",0,"Ligilactobacillus salivarius",10
,,,,,15
136119,,"CIP 102648",0,"Ligilactobacillus salivarius",15
136485,,"CIP 106134",0,"Ligilactobacillus salivarius",10
,,,,,15
137159,,"CIP 102324",0,"Ligilactobacillus salivarius",15
138604,,"CIP 102429",0,"Ligilactobacillus salivarius",10
,,,,,15
166328,R7,"BCRC 81127, NBRC 113530",1,"Companilactobacillus suantsaicola",0-10
166329,R19,"BCRC 81129, NBRC 113532",1,"Levilactobacillus suantsaiihabitans",0-10
138487,,"CIP 103736",0,"Lacticaseibacillus zeae",10
,,,,,15
166279,1JSPR-7,"KACC 19319, NBRC 113068",1,"Lactococcus allomyrinae",4
14691,HP,"DSM 20069, ATCC 19257, NCDO 607, NCIB 8662, CCUG 21953, LMG 6897, IMET 10707, JCM 16167, BCRC 12586, CECT 7100, CIP 102301, CNCTC 6910, HAMBI 1588, NBRC 100676, NCFB 607, NCIMB 8662",1,"Lactococcus cremoris subsp. cremoris",10
167746,S-13,"NBRC 113348, KCTC 21096",1,"Lactococcus kimchii",10
14702,"OJ, N30","DSM 20481, ATCC 19435, CCM 1877, NCDO 604, NCIB 6681, NCTC 6681, WDCM 00016, JCM 5805, ATCC 9936, BCC 49730, BCRC 12312, CCUG 32211, CCUG 7980, CECT 185, CIP 70.56, HAMBI 1591, KCTC 3769, LMG 6890, NBIMCC 4000, NBRC 100933, NCAIM B.02070, NCIMB 6681, NRIC 1149, VKM B-1662, VTT E-90395",1,"Lactococcus lactis",10
158748,159469,"LMG 30040, DSM 104842, CIP 111606",1,"Lactococcus petauri",4
2975,,"DSM 16112, ATCC 11041, CCUG 48573, IAM 14890, CIP 108560, JCM 21380, NBRC 102468",1,"Lampropedia hyalina",10
,,,,,5
10465,"HKU1, HKUI","DSM 14985, LMG 21516, CCUG 45813, CIP 107139",1,"Laribacter hongkongensis",10
,,,,,5
6444,1,"DSM 20019, ATCC 25601, NCIB 9710, CCUG 30669, LMG 9198, JCM 1096, BCRC 12189, CECT 904, CIP 102992, IFO 15884, KCTC 3767, LMG 13553, NBRC 15884, NCFB 2739, NCIMB 9710, NRIC 1052, NRRL B-4562, VTT E-90391, NCDO 2739",1,"Latilactobacillus curvatus",10
