ID,designation_header,strain_number_header,is_type_strain_header,species,Temperature
,,,,,5
136664,R245,"CIP 107607",0,"Bordetella pertussis",15
,,,,,5
136668,R246,"CIP 107608",0,"Bordetella pertussis",15
,,,,,5
136675,R665,"CIP 107596",0,"Bordetella pertussis",15
,,,,,5
139074,BB134,"CIP 81.31, ATCC 41405",0,"Bordetella pertussis",15
,,,,,5
139078,"Sato (Tohama Phase 1)","CIP 81.32, CCUG 17138",0,"Bordetella pertussis",15
,,,,,5
382,Se-1111R,"DSM 12804, CCUG 43448, CIP 107267, ATCC BAA-461, CCM 7166",1,"Bordetella petrii",15
,,,,,5
379,"1779, 22-93","DSM 11334, CCUG 32381, LMG 13506, CIP 105351",1,"Bordetella trematum",15
,,,,,5
136403,"GLG 3926","CIP 105307, CCUG 13905, LMG 5254, LMG 14447",0,"Bordetella trematum",5
139416,"GLG 4604","CIP 105306, CCUG 24727, LMG 14523",0,"Bordetella trematum",5
1788,34614,"DSM 21596, CCUG 43111, CIP 106338",1,"Bosea eneae",15
138342,34617,"CIP 106342, CCUG 43112",0,"Bosea eneae",15
1789,63287,"DSM 21079, CCUG 43117, CIP 106336",1,"Bosea massiliensis",15
138339,34649,"CIP 106337, CCUG 43116",0,"Bosea massiliensis",15
1787,,"CCUG 55772, DSM 13099, ATCC 700918, CIP 106457, AMX 51",1,"Bosea minatitlanensis",10
,,,,,4
,,,,,5
1790,34635,"DSM 21229, CCUG 43114, CIP 106340, CCUG 43114 T",1,"Bosea vestrisii",15
138340,63286,"CIP 106339, CCUG 43115",0,"Bosea vestrisii",15
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,"Boudabousia marimammalium",10
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,"Bowdeniella nasicola",10
3909,,"DSM 10672, CNRZ 925, CCUG 50349, CCM 4520, ATCC 700067, LMG 19551, CIP 104811, JCM 11607, IAM 14578, IFO 16118, NBRC 16118, NCIMB 13431",1,"Brachybacterium alimentarium",10
3914,"C3H-21, C3H 21-2","DSM 15460, CCM 7047, JCM 14117, CCUG 50159, CCUG 50352, CIP 108210, DSM 14560",1,"Brachybacterium muris",10
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,"Brachybacterium nesterenkovii",10
343,"LGM 19451","DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984, CIP 107426",1,"Brackiella oedipodis",15
,,,,,4
166188,39S1MB,"LMG 29934, HAMBI 3680",1,"Bradyrhizobium amphicarpaeae",10
1817,CTAW11,"DSM 23720, CECT 7749, LMG 25866",1,"Bradyrhizobium cytisi",4
1805,3I1b6,"DSM 30131, ATCC 10324, CCUG 27876, LMG 6138, CECT 530, JCM 20679, BCRC 13518, BCRC 80814, CCTM La 3681, CIP 106093, HAMBI 2314, IAM 12608, ICMP 2864, NBRC 14783, NCIMB 11477, NRRL B-4507, NRRL L-241, NZP 5549, OUT 30002, USDA 505, VKM B-1967",1,"Bradyrhizobium japonicum",10
173145,"ESG 2281","CIP 104858, NBRC 100396",1,"Bradyrhizobium liaoningense",10
134681,,"CIP 108027, CFNEB 101, CCBAU 10071",1,"Bradyrhizobium yuanmingense",10
4309,,"CCUG 48887, ICMP 12481, ATCC 700181, CIP 104916, DSM 11811, NCPPB 3934, PVFi 20",1,"Brenneria alni",10
,,,,,5
11416,"13, NRS-1219","DSM 6348, ATCC 51663, CCUG 31345, NRRL NRS-1219, LMG 15103, NRS 1219, JCM 9067, CCM 4535, CGMCC 1.3103, CIP 104002, IFO 15538, KCTC 3573, LMG 15598, NBRC 15538",1,"Brevibacillus agri",10
137166,,"CIP 103839, ATCC 51360, JCM 8507, DSM 8372, IFO 15519, LMG 16099, NBRC 15519, NCIMB 13347, NRRL NRS-616, NRRL: NRS-616",0,"Brevibacillus agri",10
11421,"B4, NRS-818","DSM 6347, ATCC 51668, CIP 104545, IFO 15714, JCM 9022, NBRC 15714, CCUG 51058, NRRL NRS-818, LMG 16009, NRS 818, CGMCC 1.3102",1,"Brevibacillus borstelensis",10
11402,"27B, 604","DSM 30, ATCC 8246, CCM 2050, JCM 2503, LMG 16703, NCIB 9372, NCTC 2611, CCUG 7413, NRS 604, BCRC 14682, CECT 5, CGMCC 1.3098, CIP 52.86, IFO 15304, KCTC 3743, LMG 7123, NBRC 15304, NCIMB 9372, NRRL B-14602, NRRL NRS-604, NRRL NRS-819, VKM B-503, NCDO 1770",1,"Brevibacillus brevis",10
11425,"NRRL-NRS 664, NRS-664","DSM 8445, ATCC 51661, CCUG 31347, NRRL NRS-664, NRS 664, JCM 9071, CGMCC 1.3104, CIP 104003, IFO 15540, KCTC 3863, KCTC 3887, LMG 15106, LMG 15603, NBRC 15540",1,"Brevibacillus centrosporus",10
11423,"HPD 52, HPD52","DSM 8552, ATCC 51359, CIP 103838, IFO 15518, JCM 8505, NBRC 15518, CCUG 51061, NRRL B-23247, LMG 15968, CGMCC 1.3099, KCTC 3836, NCIMB 13345",1,"Brevibacillus choshinensis",10
11436,"B2156, C3774, B2156T","DSM 16423, CIP 106911, LMG 18962, NCIMB 13772, JCM 12215",1,"Brevibacillus invocatus",10
11437,"R-12315, B-1657","DSM 18918, CIP 108307, KCTC 13000, LMG 22481, Logan B-1657",1,"Brevibacillus levickii",10
11435,L13,"DSM 6472, NRRL NRS-887, NRS 887, CIP 108411",1,"Brevibacillus limnophilus",10
11409,BT2,"DSM 7064, MIM 30.8.38, CCUG 54929, CIP 105255, CIP 105298, HSCC 624",1,"Brevibacillus thermoruber",10
1855,280/80,"DSM 15880, CCUG 43455, CIP 106532, JCM 11680, NCIMB 703055, BCRC 16989, NCFB 3055",1,"Brevibacterium avium",10
1834,CMD1,"DSM 20657, ATCC 35513, NCDO 2048, CCUG 29001, JCM 2594, BCRC 12214, CCM 4100, CECT 4161, CGMCC 1.1930, CIP 102111, IFO 14812, IMET 10997, KCTC 3082, KCTC 3085, NBRC 14812, NCIMB 702048, VKM Ac-2114, IAM 2594",1,"Brevibacterium casei",10
,,,,,15
1861,F-77,"DSM 15453, CIP 108809, JCM 13521, KMM 3637, ATCC BAA-809, LMG 21950",1,"Brevibacterium celere",10
159885,BS05,"KACC 18875, LMG 29562, JCM 30949",1,"Brevibacterium hankyongi",15
1842,"56b, 56-B","DSM 20425, ATCC 9172, NCIB 9909, CCUG 47677, CIP 101125, IMET 11075, JCM 1327, NCIMB 9909, BCRC 10631, CECT 69, CGMCC 1.1890, HAMBI 2038, IAM 12437, IFO 12142, IMSNU 12001, KCTC 9099, LMG 21451, MTCC 268, NBRC 12142, NRRL B-4210, VKM Ac-2112, VTT E-94529",1,"Brevibacterium linens",10
1856,CF87,"DSM 15022, CCUG 46604, CIP 108129, JCM 12367, CCM 7149",1,"Brevibacterium luteolum",10
,,,,,15
1848,"E2cr, 669","DSM 9583, ATCC 49030, CCUG 37313, JCM 11682, CIP 104342",1,"Brevibacterium mcbrellneri",10
,,,,,5
1850,"A37/73, 37/73","DSM 10718, NCFB 3053, CCUG 37257, ATCC 700348, JCM 11683, CCM 4573, CIP 105044, IFM 10522, NCIMB 703053, DMMZ 1634",1,"Brevibacterium otitidis",10
,,,,,15
138146,76/79,"CIP 105045, DMMZ 1787",0,"Brevibacterium otitidis",10
,,,,,15
1851,"CF62, CF 62","CCUG 45688, DSM 13657, LMG 19814, JCM 11567, ATCC BAA-616, IFM 10521, CIP 107270",1,"Brevibacterium paucivorans",10
,,,,,15
1852,"CF63, CF 63","DSM 15677, CCUG 47857, CIP 108479, JCM 13386, LMG 23173",1,"Brevibacterium sanguinis",10
,,,,,15
2303,"CB 7","DSM 4726, ATCC 15254, CIP 101031, KCTC 12439, LMG 15096",1,"Brevundimonas bacteroides",10
,,,,,5
2298,"Pickett K-248","DSM 7234, ATCC 11568, CCEB 513, CCEB 516, CCM 2657, CCTM 1850, CCUG 1187, CCUG 1256, CCUG 1427, CECT 317, CIP 63.27, CNCTC Ps170/79, HNCMB 173005, IAM 1513, IMET 10409, JCM 2788, LMG 2088, LMG 2089, NCIB 9393, NCTC 8545, NRRL B-1496, USCC 1337, VKM B-893, AJ 2067, Hugh 342, Komagata KS 0016, BCRC 11894, CGMCC 1.1798, IAM 12691, IFO 12697, KCTC 12488, LMG 1793, NBRC 12697, NCIMB 9393, VKM B-1297",1,"Brevundimonas diminuta",5
2297,,"DSM 1635, ATCC 19146, CCUG 24715, LMG 10743, CCM 4623, PCI 818, JCM 2428, CECT 313, CGMCC 1.8867, CIP 103020, IFO 14213, NBRC 14213, NCIMB 11091",0,"Brevundimonas diminuta",5
2311,"V4.30.10, V4.BO.10","DSM 14878, CIP 107934, LMG 21911, KCTC 12441",1,"Brevundimonas mediterranea",5
2310,W1-2B,"DSM 14572, GTC 1043, JCM 11415, CGMCC 1.7035, CIP 108442, KCTC 12493",1,"Brevundimonas nasdae",5
2305,"CB 81","DSM 4735, ATCC 15264, CCUG 48879, CIP 106453, LMG 14903, IFO 16000, VKM B-1503, KCTC 12442",1,"Brevundimonas subvibrioides",10
,,,,,5
2306,"CB 17","CCUG 48882, CIP 106445, DSM 4737, ATCC 15255, KCTC 12443",1,"Brevundimonas variabilis",5
1886,Iso-196,"DSM 15295, CCUG 48291, CIP 107753, ISO Iso196, ISO 196",1,"Brucella gallinifaecis",5
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,"Brucella grignonensis",5
1893,"Falu B 57617/97","DSM 22355, CCUG 38531, CIP 109452",1,"Brucella haematophila",4
1896,,"DSM 22207, CCUG 50899",1,"Brucella pituitosa",4
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,"Brucella pseudogrignonensis",4
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,"Brucella tritici",4
134651,IC156,"CIP 107451, LMG 21434, ACAM 645",1,"Brumimicrobium glaciale",10
,,,,,5-15
18092,,"DSM 18758, ATCC BAA-1390, MPL 3",1,"Bryobacter aggregatus",0
141,,"DSM 22489, LMG 25276, SN 10",1,"Bryocella elongata",6.0
1946,,"DSM 16087, CCUG 44356, CIP 107266, LMG 19182",1,"Burkholderia ambifaria",10
,,,,,5
1945,"J2863, W92B","ATCC BAA-698, CIP 108228, DSM 16086, CCUG 46047, LMG 20980",1,"Burkholderia anthina",10
,,,,,5
1952,"CF5610, J2315","CIP 108255, DSM 16553, ATCC BAA-245, CCM 4899, CCUG 48434, LMG 16656, NCTC 13227",1,"Burkholderia cenocepacia",10
,,,,,5
135284,,"CIP 79.24",0,"Burkholderia cepacia",10
,,,,,5
137861,913-85,"CIP 101953",0,"Burkholderia cepacia",10
,,,,,5
138697,74-86,"CIP 102142",0,"Burkholderia cepacia",10
,,,,,5
139298,B37w,"CIP 105028, ATCC 51671, NRRL B-14858",0,"Burkholderia cepacia",5
1947,"AU0645, R-5670","DSM 16088, CCUG 47727, LMG 18943, CIP 108406",1,"Burkholderia dolosa",10
,,,,,5
1948,HI2112,"DSM 26122, ATCC BAA-246, CCUG 45122, LMG 18941, CIP 107683",0,"Burkholderia dolosa",5
1911,"PM 107","DSM 4285, ATCC 10248, CIP 105410, ICPB PM 107, IFO 13700, NBRC 13700, NCPPB 1891, NRRL B-793, PDDCC 3950, CCUG 1782, LMG 2216, ICMP 3950",1,"Burkholderia gladioli",5
1912,B,"DSM 8361, NCIMB 9898, CIP 106719, LMG 18920",0,"Burkholderia gladioli",10
,,,,,5
1919,"MD1, P1-22-1","DSM 9512, ATCC 33617, DSM 7169, NCPPB 2981, PDDCC 3655, CCUG 20835, LMG 2196, CIP 106418, CFBP 4900",1,"Burkholderia glumae",10
,,,,,5
138238,G741,"CIP 105768, CFPB 2430, NCPPB 2391",0,"Burkholderia glumae",5
1941,"Cepa 002","DSM 13243, CIP 105495, LMG 13010, NCTC 13007, CCUG 34080, CCM 4863",1,"Burkholderia multivorans",10
,,,,,5
1917,"AZ 8201","DSM 9509, ATCC 43733, ICMP 9424, JCM 5492, LMG 9035, CCUG 23368, NIAES 1723, CIP 105769, KACC 10679, KCTC 2972, NBRC 104884, NCCB 95038, NCPPB 3590, CFBP 3997",1,"Burkholderia plantarii",10
,,,,,5
1918,VA-1316,"DSM 9510, ATCC 51545, JCM 7957, CIP 105979, LMG 16020, NCIMB 13410, CFBP 4795, CIP 105576",0,"Burkholderia plantarii",10
,,,,,5
1938,2327,"DSM 10685, ATCC 15958, CCUG 41877, NCIMB 13695, LMG 14191, CIP 105874, CCRC 14939, CFBP 4794",1,"Burkholderia pyrrocinia",10
,,,,,5
1951,E3P,"DSM 16586, CCM 4900, LMG 14294, NCTC 13011, CCUG 34168, ATCC BAA-67, CIP 106845",1,"Burkholderia stabilis",10
,,,,,5
1942,E264,"CCUG 48851, CIP 106301, DSM 13276, ATCC 700388",1,"Burkholderia thailandensis",10
,,,,,5
136499,E265,"CIP 106302",0,"Burkholderia thailandensis",10
,,,,,5
134664,MTo-672,"CIP 107591",0,"Burkholderia tropicalis",10
,,,,,5
137564,MOc-725,"CIP 107590",0,"Burkholderia tropicalis",10
,,,,,5
138522,MTo-293,"CIP 107592",0,"Burkholderia tropicalis",10
,,,,,5
1964,"EY 3383","DSM 17311, CCUG 48852, CIP 107078, NCTC 13147, LMG 20358",1,"Burkholderia ubonensis",10
,,,,,5
1939,TVV75,"CCUG 34169, DSM 11319, LMG 10929, JCM 10562, ATCC BAA-248, CCM 4901, CIP 105875, KCTC 2974, NCIMB 13446, CFBP 4796",1,"Burkholderia vietnamiensis",10
,,,,,5
141032,B15,"KCTC 52552, MCCC 1K03221",1,"Butyratibacter algicola",15
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,"Caballeronia sordidicola",5
14151,ARi-1,"DSM 16702, ATCC BAA-531, IFO 16725, JCM 11434, NBRC 16725, CCUG 56307, CIP 107959, KCTC 12110",1,"Caenibius tardaugens",10
,,,,,5
138523,,"CIP 107619, JCM 10698, ATCC BAA-369, IFO 16448, NBRC 104253, NBRC 16448",1,"Caldimonas manganoxidans",10
,,,,,5
2103,"Brussels, 1407","DSM 4689, ATCC 33559, CCM 7376, CCUG 11283, CIP 7080, LMG 6440, NCTC 11366, JCM 2529, CCUG 14540, LMG 15999, LMG 8847, CIP 70.80, WDCM 00072, CECT 8205",1,"Campylobacter coli",10
,,,,,5
135673,P6,"CIP 70.79",0,"Campylobacter coli",10
,,,,,5
135779,P875,"CIP 71.5",0,"Campylobacter coli",10
,,,,,5
137528,P2,"CIP 70.77",0,"Campylobacter coli",10
,,,,,5
137529,P3,"CIP 70.78",0,"Campylobacter coli",10
,,,,,5
137666,,"CIP 104367, CCUG 33450",0,"Campylobacter coli",15
,,,,,5
138468,P9,"CIP 70.81",0,"Campylobacter coli",10
,,,,,5
138490,"LRA 069 05 89","CIP 103753, ATCC 49941",0,"Campylobacter coli",10
,,,,,5
2119,,"DSM 9716, ATCC 33237, CCUG 13144, DSM 5360, FDC 484, LMG 7788, NCTC 11485, LMG 6441, CIP 103757",1,"Campylobacter concisus",10
,,,,,5
2128,,"CCUG 13146, NCTC 11649, LMG 7609, DSM 6644, ATCC 35224, DSM 7255, VPI 9584, CIP 103747",1,"Campylobacter curvus",5
134896,720.86,"CIP 102710",0,"Campylobacter fetus",5
135353,2978162,"CIP 103992",0,"Campylobacter fetus",10
,,,,,5
135656,,"CIP 68.23",0,"Campylobacter fetus",10
,,,,,5
135726,,"CIP 55.15",0,"Campylobacter fetus",10
,,,,,5
136246,92-1,"CIP 103955",0,"Campylobacter fetus",15
,,,,,5
136280,,"CIP 53.94, NCTC 1896",0,"Campylobacter fetus",10
,,,,,5
137511,7572,"CIP 68.8",0,"Campylobacter fetus",5
137532,Thoine,"CIP 70.85, CCUG 7473",0,"Campylobacter fetus",10
,,,,,5
138243,9664753,"CIP 105787",0,"Campylobacter fetus",10
,,,,,5
138833,,"CIP 56.88",0,"Campylobacter fetus",10
,,,,,5
139590,Legars,"CIP A168, CCUG 11286",0,"Campylobacter fetus",10
,,,,,5
2120,"mouton 1","CCUG 6823 A, DSM 5361, ATCC 27374, CCUG 6823, CIP 5396, LMG 6442, NCTC 10842, CIP 53.96, JCM 2527",1,"Campylobacter fetus subsp. fetus",15
,,,,,5
136310,"H vache","CIP 53.97",0,"Campylobacter fetus subsp. venerealis",10
,,,,,5
137358,,"CIP 104877, NCTC 12470, ATCC 51209, CCUG 30682",1,"Campylobacter helveticus",10
,,,,,5
2138,CH001A,"DSM 21671, CCUG 45161, CIP 107682, LMG 19568, NCTC 13146",1,"Campylobacter hominis",10
,,,,,5
134415,,"CIP 104686, CCUG 34538, LMG 14432, NCTC 12901, CHY 5",1,"Campylobacter hyointestinalis subsp. lawsonii",5
2132,,"DSM 17739, CCUG 48653, CIP 108590, NCTC 12927",1,"Campylobacter insulaenigrae",10
,,,,,5
23822,"5636/77 Lucitt","DSM 27585, NCTC 11168, WDCM 00073, CIP 107370, ATCC 700819, CCUG 6824, LMG 8842, CECT 8170",0,"Campylobacter jejuni",10
,,,,,5
132840,,"DSM 104743, ATCC 29428, NCTC 11322, WDCM 00156, CCM 7212, CCUG 39973, CCUG 41359, CIP 103778, JCM 2013, VPI H840, BCRC 17705, CECT 8119",0,"Campylobacter jejuni",15
,,,,,5
135448,,"CIP 68.25",0,"Campylobacter jejuni",15
,,,,,5
135647,,"CIP A169",0,"Campylobacter jejuni",15
,,,,,5
136587,,"CIP A116",0,"Campylobacter jejuni",10
,,,,,5
137533,Tanneau,"CIP 70.86, NCTC 11349",0,"Campylobacter jejuni",10
,,,,,5
138201,,"CIP 105345, CCUG 38541",0,"Campylobacter jejuni",10
,,,,,5
138204,,"CIP 105368, CCUG 26277, LMG 10151",0,"Campylobacter jejuni",10
,,,,,5
138459,"LRA 094 06 89","CIP 103726, ATCC 49943",0,"Campylobacter jejuni",15
,,,,,5
138494,,"CIP 59.8",0,"Campylobacter jejuni",10
,,,,,5
139462,,"CIP 70.54",0,"Campylobacter jejuni",10
,,,,,5
139465,665.86,"CIP 102666",0,"Campylobacter jejuni",10
,,,,,5
132841,"093, 1141","DSM 104768, ATCC 49349, CCUG 24567, LMG 8803, NCTC 11951, IMVS 1141, LMG 8843, CIP 103751",1,"Campylobacter jejuni subsp. doylei",10
,,,,,5
2121,91,"DSM 4688, ATCC 33560, CCUG 11284, CIP 702, NCTC 11351, LMG 6444, JCM 32890, CIP 70.2, LMG 8841",1,"Campylobacter jejuni subsp. jejuni",10
,,,,,5
131136,,"DSM 101946, NCTC 13004, CCUG 44467, CIP 106785",1,"Campylobacter lanienae",10
,,,,,5
137367,Gemini,"CIP 108487",1,"Campylobacter lawrenci",10
,,,,,5
2135,"FS253/72, 253/72","DSM 21682, ATCC 43264, CCUG 6822, CIP 103750, NCTC 11000, LMG 6448, LMG 6449",1,"Campylobacter mucosalis",10
,,,,,5
2136,"SU A4","DSM 19458, ATCC 51146, CCUG 30254, JCM 12989, CIP 103970, KCTC 15202, LMG 12635",1,"Campylobacter showae",5
2129,14479,"DSM 5364, ATCC 33711, CCUG 12017, CIP 365, LMG 6618, CIP 105560",0,"Campylobacter sputorum",10
,,,,,5
134440,,"CIP 105558, CCUG 20703, LMG 8532",0,"Campylobacter sputorum",10
,,,,,5
134441,"BU 112B","CIP 105559, CCUG 37579, LMG 17590",0,"Campylobacter sputorum",10
,,,,,5
134442,,"CIP 105561, CCUG 22580, LMG 8536",0,"Campylobacter sputorum",10
,,,,,5
135819,616,"CIP 81.11",0,"Campylobacter sputorum",10
,,,,,5
136424,,"CIP 105555, CCUG 30522, LMG 11764, LCDC 12978",0,"Campylobacter sputorum",10
,,,,,5
137690,,"CIP 105557, CCUG 17761, LMG 8531, NCTC 11415",0,"Campylobacter sputorum",10
,,,,,5
138216,"PC 363","CIP 105556, CCUG 12015, LMG 6617",0,"Campylobacter sputorum",10
,,,,,5
138217,Atome,"CIP 54.20, CCUG 11290",0,"Campylobacter sputorum",10
,,,,,5
138219,Mix,"CIP 54.22",0,"Campylobacter sputorum",10
,,,,,5
2125,"Paris, Waterleo","DSM 5363, ATCC 33562, CCUG 11289, CIP 53.103, LMG 6447, NCTC 11367, CIP 53103, KCTC 15210",1,"Campylobacter sputorum subsp. bubulus",10
,,,,,5
2130,S-17,"LMG 7795, LMG 6450, KCTC 15215, DSM 10535, ATCC 35980, CCUG 9728, CIP 103749, NCTC 11528, KCTC 2682, VPI S-17",1,"Campylobacter sputorum subsp. sputorum",10
,,,,,5
2126,"Ursing C231, C231","LMG 7796, KCTC 15213, DSM 5365, ATCC 43954, CCUG 14913, LMG 8850, NCTC 11541, CIP 103681",1,"Campylobacter upsaliensis",15
,,,,,5
2234,,"DSM 17211, ATCC BAA-694, CCUG 48245, CIP 108480, MDA 3079, NCTC 13294",1,"Cardiobacterium valvarum",10
138632,CTCBS1,"CIP 105703, CECT 4437",1,"Carnimonas nigrificans",10
,,,,,5
23826,,"DSM 28070, CCUG 62000, LMG 26642, JCM 31128",1,"Carnobacterium iners",10
,,,,,4
2268,K1,"DSM 13024, CCUG 31728, CIP 106863, JCM 12490, JCM 16168, CCM 7006, CECT 5963",1,"Carnobacterium inhibens subsp. inhibens",5
346,"54Pin, 54 Pin","DSM 12141, CCUG 39790, CIP 105602, LMG 18538",1,"Castellaniella defragrans",5
344,65Phen,"CCUG 39792, DSM 12143, CIP 105603",0,"Castellaniella defragrans",5
345,"51 Men","DSM 12144, CCUG 39789, LMG 18537, CIP 105605",0,"Castellaniella defragrans",5
347,62Car,"DSM 12142, CCUG 39791, CIP 105604",0,"Castellaniella defragrans",5
7854,6183-E,"DSM 44097, ATCC 49964, IFO 14495, JCM 7542, NBRC 14495, NRRL B-16429, CGMCC 4.1507, CGMCC 4.5500, CIP 107011, HUT 6558, IMSNU 21348, IMSNU 22008, KCTC 9352, NCIMB 13470, VKM Ac-1421",1,"Catellatospora citrea subsp. citrea",10
7855,6257-B,"DSM 44098, ATCC 49965, IFO 14553, JCM 7543, NBRC 14553, NRRL B-16431, CGMCC 4.1401, CIP 107012, IMSNU 22006, KCTC 9558, VKM Ac-2008",1,"Catellatospora citrea subsp. methionotrophica",10
5252,,"DSM 18331, CCUG 49459, CIP 108575, SAC M35/04/3",1,"Catellicoccus marimammalium",10
8043,"LM042, LM 042","DSM 44566, JCM 10976, IMSNU 50729, CGMCC 4.5570, CIP 107020, NBRC 105861",1,"Catelliglobosispora koreensis",10
17636,"ID 139908","DSM 44928, NRRL B-24433, JCM 14897, BCRC 16841, CIP 109381, NBRC 102108",1,"Catenulispora acidiphila",4
2336,"TK 0059, TK0059","DSM 7131, ATCC 21756, IFO 13240, IFO 15250, LMG 17158, NBRC 13240, NBRC 15250, JCM 7823, CGMCC 4.1475, CIP 106962, KCTC 12505",1,"Caulobacter segnis",10
2334,"CB 51","DSM 9893, KCTC 23677, CIP 106452, VKM B-1496",1,"Caulobacter vibrioides",10
2332,"CB 2","DSM 4727, ATCC 15252, CIP 101123, NCIMB 9787",0,"Caulobacter vibrioides",10
135842,719.85,"CIP 101900",0,"Caulobacter vibrioides",10
139101,"CB 15","CIP 103742, ATCC 19089",0,"Caulobacter vibrioides",10
138130,"006, 512-78","CIP 104936",0,"Cedecea davisae",10
,,,,,5
172852,"012, 3699-73","CIP 104921",0,"Cedecea genomospecies",10
,,,,,5
138131,"003, 818-75","CIP 104937",0,"Cedecea lapagei",10
,,,,,5
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,"Cellulomonas bogoriensis",10
,,,,,15
2351,"124, NRS-124","DSM 20118, ATCC 487, CCM 1925, NCIB 8078, JCM 9967, BCRC 14865, CFBP 4260, CIP 102222, IFO 3753, IFO 3774, KCCM 12154, KCTC 3410, LMG 16323, NBRC 3753, NBRC 3774, NCCB 29015, NCIMB 8078, VKM Ac-1136",1,"Cellulomonas cellasea",10
,,,,,15
2367,W6929,"DSM 15764, ATCC BAA-788, NBRC 110783, CCUG 18431, JCM 14733, CIP 108914",1,"Cellulomonas denverensis",10
2354,"134, NRS-134","DSM 20109, ATCC 482, CCM 1926, NCIB 8073, CCUG 28996, JCM 18109, BCRC 11376, BUCSAV 180, CCUG 12162, CFBP 4223, CGMCC 1.1914, CIP 82.10, IAM 12109, IFO 3754, IFO 3775, IMET 10357, IMSNU 21278, JCM 1489, JCM 20412, KCCM 21192, KCTC 1038, KCTC 9104, LMG 16263, NBRC 3754, NBRC 3775, NCAIM B.01383, NCIMB 8073, PCM 2333, VKM Ac-1137, CCUG 23578",1,"Cellulomonas flavigena",5
2359,PSU-16S,"DSM 14368, ATCC 25174, CCUG 35596, NRRL B-3752, JCM 11945, CIP 104614, NCIMB 10802, PCM 2416",1,"Cellulomonas humilata",10
2366,O,"DSM 14785, ATCC 700643, IFO 16734, NBRC 16734, JCM 18110, CIP 107678, JCM 12410, KCTC 9983, NBRC 101100",1,"Cellulomonas iranensis",10
2365,I,"DSM 14784, ATCC 700642, IFO 16733, NBRC 16733, JCM 18111, CIP 107677, JCM 12411, KCTC 9984, NBRC 101101",1,"Cellulomonas persica",10
2370,"DB 5, DB5","DSM 17791, KCTC 19081, NBRC 100819, JCM 14899, CIP 108880",1,"Cellulomonas terrae",10
2368,"XIL11, CIL11","DSM 16933, CECT 5729, LMG 21723, JCM 14281, CIP 108340, NBRC 101102",1,"Cellulomonas xylanilytica",10
,,,,,15
5499,"LIM -21, LIM 21","DSM 7489, ATCC 23178, IAM 14306, Cy l20, JCM 8516, CECT 5014, CIP 103822, IFO 14961, KCTC 2913, KCTC 2914, LMG 1344, LMG 8371, NBRC 14961, NCIMB 1423, VKM B-1433, DSM 2039, LMG 14961",1,"Cellulophaga lytica",-2
,,,,,4
169522,"Hel_I-12, Hel1_12","DSM 29332",0,"Cellulophaga sp.",15
135111,"JL 43 GO","CIP 104849",0,"Cellulosimicrobium cellulans",10
135835,R424,"CIP 101190",0,"Cellulosimicrobium cellulans",10
137827,660.84,"CIP 101063",0,"Cellulosimicrobium cellulans",10
139191,,"CIP 101191",0,"Cellulosimicrobium cellulans",10
1654,K106,"DSM 22069, CCUG 54519, KCTC 12979",1,"Chelatococcus daeguensis",15
10447,S1,"DSM 15459, BCRC 17254, CIP 108626, BCRC 17254 (S1)",1,"Chitinibacter tainanensis",15
,,,,,5
134894,A37T2,"CIP 110584, UCCCB37, LMG 27458",1,"Chitinophaga costaii",15
17744,"Fx e1","CCUG 12809, CIP 106401, DSM 527, ATCC 29495, IAM 14320, IFO 15056, NBRC 15056, JCM 21160, HAMBI 1966, LMG 23482, NCIMB 13250, VKM B-1400",1,"Chitinophaga filiformis",5
17745,758,"DSM 13484, IFO 16041, JCM 9735, CCUG 51324, CIP 105790, NBRC 16041",1,"Chitinophaga japonensis",15
,,,,,5
17750,JS13-10,"DSM 24787, JCM 15440, KACC 12952, NBRC 106412, UCCCB101",1,"Chitinophaga niabensis",5
17740,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034, CIP 107364, ACM 2034, NCIMB 11800",1,"Chitinophaga pinensis",15
,,,,,5
17743,BA-3,"DSM 784, ATCC 23092, IFO 15057, NBRC 15057, CCUG 56030, LMG 8377, HAMBI 1988, VKM B-1428, CIP 107780, NCIMB 1379",1,"Chitinophaga sancti",5
136521,BA-23,"CIP 106408, NCIMB 1380, ATCC 23090",0,"Chitinophaga sancti",5
138346,MIC,"CIP 106409, ATCC 23097, NCIMB 1384",0,"Chitinophaga sancti",5
133287,IITR-71,"MTCC 11059, JCM 30068, KCTC 52433",1,"Chromobacterium alkanivorans",12
