ID,designation_header,strain_number_header,is_type_strain_header,species,Temperature
3160,,"DSM 44185, CCUG 35015, DMMZ 1075, CIP 104920",0,"Corynebacterium coyleae",45
135844,689.80,"CIP 101831",0,"Corynebacterium coyleae",45
137814,144.84,"CIP 100718",0,"Corynebacterium coyleae",45
3084,"42 Fukuya","DSM 20524, ATCC 29593, CCUG 28794, JCM 3715, BCRC 12320, CCM 5742, CECT 4048, CGMCC 1.1932, CIP 103424, IFO 15284, KCTC 3433, LMG 19065, NBRC 15284, NCTC 11863",1,"Corynebacterium cystitidis",45
134507,,"CIP 107521",0,"Corynebacterium diphtheriae",45
134508,,"CIP 107522",0,"Corynebacterium diphtheriae",45
134509,,"CIP 107523",0,"Corynebacterium diphtheriae",45
134510,,"CIP 107524",0,"Corynebacterium diphtheriae",45
134511,,"CIP 107544",0,"Corynebacterium diphtheriae",45
134512,,"CIP 107557",0,"Corynebacterium diphtheriae",45
134513,,"CIP 107560",0,"Corynebacterium diphtheriae",45
134515,,"CIP 107567",0,"Corynebacterium diphtheriae",45
134516,,"CIP 107568",0,"Corynebacterium diphtheriae",45
134517,,"CIP 107569",0,"Corynebacterium diphtheriae",45
134518,,"CIP 107570",0,"Corynebacterium diphtheriae",45
134654,,"CIP 107504",0,"Corynebacterium diphtheriae",45
134655,,"CIP 107505",0,"Corynebacterium diphtheriae",45
134656,,"CIP 107527",0,"Corynebacterium diphtheriae",45
134657,,"CIP 107530",0,"Corynebacterium diphtheriae",45
134659,,"CIP 107563",0,"Corynebacterium diphtheriae",45
134660,,"CIP 107564",0,"Corynebacterium diphtheriae",45
134661,,"CIP 107566",0,"Corynebacterium diphtheriae",45
134662,,"CIP 107578",0,"Corynebacterium diphtheriae",45
134663,,"CIP 107579",0,"Corynebacterium diphtheriae",45
135035,,"CIP 107508",0,"Corynebacterium diphtheriae",45
135037,,"CIP 107507",0,"Corynebacterium diphtheriae",45
135039,,"CIP 107509",0,"Corynebacterium diphtheriae",45
135040,,"CIP 107510",0,"Corynebacterium diphtheriae",45
135041,,"CIP 107512",0,"Corynebacterium diphtheriae",45
135042,,"CIP 107513",0,"Corynebacterium diphtheriae",45
135043,,"CIP 107516",0,"Corynebacterium diphtheriae",45
135044,,"CIP 107518",0,"Corynebacterium diphtheriae",45
135045,,"CIP 107519",0,"Corynebacterium diphtheriae",45
135046,,"CIP 107520",0,"Corynebacterium diphtheriae",45
135047,,"CIP 107525",0,"Corynebacterium diphtheriae",45
135048,,"CIP 107526",0,"Corynebacterium diphtheriae",45
135049,,"CIP 107528",0,"Corynebacterium diphtheriae",45
135050,,"CIP 107531",0,"Corynebacterium diphtheriae",45
135051,,"CIP 107532",0,"Corynebacterium diphtheriae",45
135052,,"CIP 107535",0,"Corynebacterium diphtheriae",45
135053,,"CIP 107536",0,"Corynebacterium diphtheriae",45
135054,,"CIP 107537",0,"Corynebacterium diphtheriae",45
135055,,"CIP 107539",0,"Corynebacterium diphtheriae",45
135056,,"CIP 107540",0,"Corynebacterium diphtheriae",45
135057,,"CIP 107541",0,"Corynebacterium diphtheriae",45
135058,,"CIP 107542",0,"Corynebacterium diphtheriae",45
135059,,"CIP 107543",0,"Corynebacterium diphtheriae",45
135060,,"CIP 107545",0,"Corynebacterium diphtheriae",45
135061,,"CIP 107547",0,"Corynebacterium diphtheriae",45
135062,,"CIP 107548",0,"Corynebacterium diphtheriae",45
135063,,"CIP 107549",0,"Corynebacterium diphtheriae",45
135064,,"CIP 107550",0,"Corynebacterium diphtheriae",45
135066,,"CIP 107554",0,"Corynebacterium diphtheriae",45
135068,,"CIP 107556",0,"Corynebacterium diphtheriae",45
135069,,"CIP 107558",0,"Corynebacterium diphtheriae",45
135070,,"CIP 107559",0,"Corynebacterium diphtheriae",45
135071,,"CIP 107571",0,"Corynebacterium diphtheriae",45
135072,,"CIP 107572",0,"Corynebacterium diphtheriae",45
135073,,"CIP 107573",0,"Corynebacterium diphtheriae",45
135074,,"CIP 107574",0,"Corynebacterium diphtheriae",45
135075,,"CIP 107576",0,"Corynebacterium diphtheriae",45
135076,,"CIP 107580",0,"Corynebacterium diphtheriae",45
135103,,"CIP A97",0,"Corynebacterium diphtheriae",45
135249,,"CIP 107515",0,"Corynebacterium diphtheriae",45
135250,,"CIP 107533",0,"Corynebacterium diphtheriae",45
135509,522.83,"CIP 100294",0,"Corynebacterium diphtheriae",45
135582,Rhône,"CIP A99",0,"Corynebacterium diphtheriae",45
135732,,"CIP 107551",0,"Corynebacterium diphtheriae",45
135733,,"CIP 107562",0,"Corynebacterium diphtheriae",45
136667,,"CIP 107502",0,"Corynebacterium diphtheriae",45
136673,,"CIP 107575",0,"Corynebacterium diphtheriae",45
137093,130-85,"CIP 101434",0,"Corynebacterium diphtheriae",45
137138,,"CIP A102",0,"Corynebacterium diphtheriae",45
137540,523-77,"CIP 78.2",0,"Corynebacterium diphtheriae",45
137549,,"CIP 107565",0,"Corynebacterium diphtheriae",45
137557,,"CIP 107506",0,"Corynebacterium diphtheriae",45
137558,,"CIP 107514",0,"Corynebacterium diphtheriae",45
137559,,"CIP 107529",0,"Corynebacterium diphtheriae",45
137560,,"CIP 107534",0,"Corynebacterium diphtheriae",45
137561,,"CIP 107546",0,"Corynebacterium diphtheriae",45
137563,,"CIP 107577",0,"Corynebacterium diphtheriae",45
137764,991.83,"CIP 100629",0,"Corynebacterium diphtheriae",45
137779,623.85,"CIP 101802",0,"Corynebacterium diphtheriae",45
137845,936.84,"CIP 101280",0,"Corynebacterium diphtheriae",45
137847,958.84,"CIP 101317",0,"Corynebacterium diphtheriae",45
138030,552.86,"CIP 102550",0,"Corynebacterium diphtheriae",45
138518,,"CIP 107503",0,"Corynebacterium diphtheriae",45
138519,,"CIP 107538",0,"Corynebacterium diphtheriae",45
138520,,"CIP 107581",0,"Corynebacterium diphtheriae",45
138521,,"CIP 107582",0,"Corynebacterium diphtheriae",45
138584,226-75,"CIP 100163",0,"Corynebacterium diphtheriae",45
138633,316.85,"CIP 101568",0,"Corynebacterium diphtheriae",45
138634,413.85,"CIP 101630",0,"Corynebacterium diphtheriae",45
139145,1032.84,"CIP 101352",0,"Corynebacterium diphtheriae",45
139157,240.85,"CIP 101510",0,"Corynebacterium diphtheriae",45
139160,688.85,"CIP 101841",0,"Corynebacterium diphtheriae",45
139412,,"CIP 107517",0,"Corynebacterium diphtheriae",45
172665,PW8,"CIP 69.28",0,"Corynebacterium diphtheriae",45
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351, JCM 11948, NBRC 16161",1,"Corynebacterium durum",45
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,"Corynebacterium efficiens",45
,,,,,47
134418,,"CIP 105468, DMMZ 1915",0,"Corynebacterium falsenii",45
3192,"M714/95/5, M714-95-5, 980915","DSM 44508, CCUG 39943, CIP 106740, ATCC BAA-468, JCM 12103, VTT E-072718",1,"Corynebacterium felinum",45
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506, JCM 12104",1,"Corynebacterium freneyi",45
3191,20395347,"DSM 44507, CIP 106768",0,"Corynebacterium freneyi",45
135461,,"CIP 52.16",0,"Corynebacterium freneyi",45
134587,418H,"CIP 106715, CECT 760, CCUG 28786, ATCC 33031",0,"Corynebacterium genitalium",45
166189,W8,"CCM 8833, LMG 30629, CCUG 72165",1,"Corynebacterium gerontici",50
3196,,"DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208, IMMIB R-5091",1,"Corynebacterium glaucum",45
135180,687.84,"CIP 101117",0,"Corynebacterium glucuronolyticum",45
135860,445-86,"CIP 102453",0,"Corynebacterium glucuronolyticum",45
137626,1028.85,"CIP 102046",0,"Corynebacterium glucuronolyticum",45
137836,731.84,"CIP 101116",0,"Corynebacterium glucuronolyticum",45
3092,534,"DSM 20300, ATCC 13032, NCIB 10025, CCUG 27702, CCTM La 2336, JCM 1318, BCRC 11384, CCM 2428, CECT 4157, CGMCC 1.1886, CIP 82.8, HAMBI 2052, IAM 12435, IFO 12168, IMET 10482, IMSNU 10063, IMSNU 21196, KCCM 40245, KCTC 1445, KCTC 9097, LMG 19741, LMG 3730, NBRC 12168, NCCB 70082, NCCB 72028, NCIMB 10025, NRRL B-2784",1,"Corynebacterium glutamicum",45
10843,C7,"DSM 20307, ATCC 25729, ATCC 6939, CCUG 892, CIP 54.72, DSM 43349, HAMBI 2061, JCM 1311, JCM 3209, LMG 18452, NBRC 101255, NBRC 14956, NCTC 1621, NRRL B-16538, VKM Ac-953, WDCM 00028, ACM 4987, BCRC 12859, CCM 3429, CCUG 20987, CCUG 23606, CECT 555, CGMCC 4.1824, IAM 12426, IFM 0162, IFO 14956, IMET 7467, IMSNU 22213, KACC 20051, KCTC 9082, LMG 5358, NBIMCC 1230, NCAIM B.02034, NCIMB 12828, PCM 559",0,"Rhodococcus equi",45
3142,D1076,"DSM 7171, ATCC 43734, CIP 103337, DSM 46361, IFO 15298, IMET 11513, NBRC 15298, NCTC 11913, CCUG 27192, LMG 19049, JCM 9384, NCIMB 14491",1,"Corynebacterium jeikeium",45
134968,56.87,"CIP 102801",0,"Corynebacterium jeikeium",45
135163,2.87,"CIP 102749",0,"Corynebacterium jeikeium",45
136052,118-86,"CIP 102172",0,"Corynebacterium jeikeium",45
136121,642.86,"CIP 102659",0,"Corynebacterium jeikeium",45
136152,,"CIP 102927",0,"Corynebacterium jeikeium",45
137627,347-86,"CIP 102360",0,"Corynebacterium jeikeium",45
137838,,"CIP 52.15",0,"Corynebacterium jeikeium",45
137912,116-86,"CIP 102170",0,"Corynebacterium jeikeium",45
137913,104-86,"CIP 102171",0,"Corynebacterium jeikeium",45
137920,143-86,"CIP 102189",0,"Corynebacterium jeikeium",45
137958,281-86,"CIP 102312",0,"Corynebacterium jeikeium",45
138083,,"CIP 100151",0,"Corynebacterium jeikeium",45
138709,"272-86, 47289","CIP 102296",0,"Corynebacterium jeikeium",45
138747,751.86,"CIP 102732",0,"Corynebacterium jeikeium",45
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,"Corynebacterium kroppenstedtii",45
3101,,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169",1,"Corynebacterium kutscheri",45
3174,,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127",1,"Corynebacterium lipophiloflavum",45
3171,"JCP 2, JCL-2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,"Corynebacterium macginleyi",45
135855,"26358, 98-86","CIP 102183",0,"Corynebacterium macginleyi",45
139086,,"CIP 101444",0,"Corynebacterium macginleyi",45
139152,,"CIP 101446",0,"Corynebacterium macginleyi",45
3102,47,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",1,"Corynebacterium matruchotii",45
3105,Barton,"DSM 20651, ATCC 23348, NCTC 10288, CCUG 541, JCM 9387, BCRC 14870, CCM 4728, CECT 4158, CIP 100652, IFO 15361, NBRC 15361",1,"Corynebacterium minutissimum",45
137782,672.85,"CIP 101812",0,"Corynebacterium minutissimum",45
137813,154.84,"CIP 100715",0,"Corynebacterium minutissimum",45
137948,238-86,"CIP 102270",0,"Corynebacterium minutissimum",45
137964,305-86,"CIP 102326",0,"Corynebacterium minutissimum",45
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067",1,"Corynebacterium mucifaciens",45
138174,,"CIP 105128, DMMZ 300",0,"Corynebacterium mucifaciens",45
134610,,"CIP 107094, CCUG 42723",1,"Corynebacterium oriphocae",45
3245,"GF 234/92","CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",1,"Corynebacterium otitidis",45
137834,713.84,"CIP 101111",0,"Corynebacterium otitidis",45
139207,,"CIP 101723",0,"Corynebacterium otitidis",45
137075,"diphteroid Hofmann IV","CIP A105",0,"Corynebacterium pseudodiphtheriticum",45
166190,812CH,"CCM 8832, LMG 30627, CCUG 72167",1,"Corynebacterium pseudopelargi",50
135470,,"CIP 58.3",0,"Corynebacterium pseudotuberculosis",45
137447,9,"CIP 69.37, CCM 5740",0,"Corynebacterium renale",45
3175,697-97,"LMG 19055, DSM 44326, CCUG 38180, CIP 105310, DMMZ 2415, JCM 10389, ATCC 700782, CCM 4679",1,"Corynebacterium riegelii",45
136120,655.86,"CIP 102658",0,"Corynebacterium riegelii",45
138196,,"CIP 105311, CCUG 38181, DMMZ 2582",0,"Corynebacterium riegelii",45
134608,,"CIP 107068, CCUG 37878, NCTC 934",0,"Corynebacterium segmentosum",45
3187,"Co 553","DSM 44415, ATCC BAA-15, CCUG 43305, LMG 19516, JCM 12107, CIP 106488, CCM 4908, UCL 553",1,"Corynebacterium simulans",45
3188,"CO 557","CCUG 43309, DSM 44416, CIP 106490",0,"Corynebacterium simulans",45
3189,"CO 301","DSM 44392, CCUG 43306, CIP 106489",0,"Corynebacterium simulans",45
138642,318.81,"CIP 101832",0,"Corynebacterium simulans",45
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,"Corynebacterium singulare",45
3212,"38, Garayzabal 38","DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,"Corynebacterium sphenisci",45
3078,622,"DSM 20302, ATCC 14403, CCUG 43497, CIP 104228, JCM 11611, NBRC 12144, VKM B-1228, CCTM La2748, NCIMB 565, BCRC 11885, CCM 317, CECT 4275, IFO 12144, KCCM 12153, KCTC 3254, NBIMCC 1435, VKM Ac-2184, CCTM La 2748",1,"Corynebacterium stationis",45
3123,,"DSM 20668, ATCC 6940, NCTC 764, CCUG 27949, CIP 81.15, IFO 15291, JCM 9390, CECT 4159, LMG 19648, NBRC 15291",1,"Corynebacterium striatum",45
134886,,"CIP 102686",0,"Corynebacterium striatum",45
134986,78-87,"CIP 102822",0,"Corynebacterium striatum",45
135830,453.83,"CIP 100251",0,"Corynebacterium striatum",45
137821,470.84,"CIP 100926",0,"Corynebacterium striatum",45
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,"Corynebacterium suicordis",45
3205,"AN 119","DSM 44613, CCUG 36622, CIP 105936, LMG 19057, DSM 107545, JCM 12401",1,"Corynebacterium sundsvallense",45
136462,"BB 2113","CIP 105937, CCUG 37940",0,"Corynebacterium sundsvallense",45
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,"Corynebacterium terpenotabidum",45
3206,M935/96/4,"DSM 44614, ATCC BAA-467, CCUG 41823, CIP 106763, JCM 12108, NCIMB 14414",1,"Corynebacterium testudinoris",45
3164,"96-649, Tho 218/95","DSM 44276, CCUG 38516, JCM 12109, CIP 105597",1,"Corynebacterium thomssenii",45
3221,LDC-20,"DSM 44922, ATCC 35529, ATCC 35692, CCUG 45418, CIP 107291, JCM 13389, Medalle X",1,"Corynebacterium tuberculostearicum",45
3220,"8241rör1, 961*00004/99, 962*00016/99","DSM 44921, CCUG 41662, CIP 107067",0,"Corynebacterium tuberculostearicum",45
135850,,"CIP 102076",0,"Corynebacterium tuberculostearicum",45
135856,154-86,"CIP 102211",0,"Corynebacterium tuberculostearicum",45
137634,576.86,"CIP 102590",0,"Corynebacterium tuberculostearicum",45
137725,148A,"CIP 106714, ATCC 33035, CCUG 28787, CECT 763",0,"Corynebacterium tuberculostearicum",45
137773,619.85,"CIP 101775",0,"Corynebacterium tuberculostearicum",45
137892,45-86,"CIP 102124",0,"Corynebacterium tuberculostearicum",45
137974,313-86,"CIP 102346",0,"Corynebacterium tuberculostearicum",45
138055,610-86,"CIP 102622",0,"Corynebacterium tuberculostearicum",45
138066,627-86,"CIP 102645",0,"Corynebacterium tuberculostearicum",45
138756,118.87,"CIP 102857",0,"Corynebacterium tuberculostearicum",45
138011,471-86,"CIP 102462",0,"Corynebacterium ulcerans",45
138255,1634/50,"CIP 54.53",0,"Corynebacterium ulcerans",45
3149,Bajo,"DSM 7110, ATCC 43043, CIP 103425",0,"Corynebacterium urealyticum",45
134904,721.86,"CIP 102730",0,"Corynebacterium urealyticum",45
136070,266-85,"CIP 102292",0,"Corynebacterium urealyticum",45
136094,448-86,"CIP 102444",0,"Corynebacterium urealyticum",45
137819,386.84,"CIP 100873",0,"Corynebacterium urealyticum",45
137860,823.85,"CIP 101943",0,"Corynebacterium urealyticum",45
137961,269-86,"CIP 102316",0,"Corynebacterium urealyticum",45
137963,298-86,"CIP 102319",0,"Corynebacterium urealyticum",45
138605,486-86,"CIP 102488",0,"Corynebacterium urealyticum",45
139205,493.85,"CIP 101698",0,"Corynebacterium urealyticum",45
3124,"FK 31","DSM 20132, ATCC 15753, CCM 1565, NCIB 9455, JCM 2154, BCRC 12115, CCUG 23608, CCUG 45246, CECT 4178, CGMCC 1.1922, CIP 102112, HAMBI 1872, IAM 12346, IFO 15286, IMET 10433, LMG 22560, NBRC 15286, NCIMB 9455, NRRL B-4201, VKM Ac-1122, IFM 3030",1,"Corynebacterium variabile",45
3127,,"DSM 44702, CIP 107183, DPC 5310, JCM 12073, LMG S-19265, NCIMB 30131, CCUG 57202, LMG 19265, LMG 21937, LMG S-19625",0,"Corynebacterium variabile",45
3131,,"CCUG 56051, CCM 2824, NCTC 11861, CIP 100653, IFO 15287, DSM 20743, ATCC 373, JCM 1971, BCRC 14413, CCM 1.1919, CCUG 27544, CECT 4160, IFO 16721, KCCM 40941, KCTC 3435, LMG 19544, NBRC 15287, NBRC 16721",1,"Corynebacterium xerosis",45
170415,143-21,"DSM 114408, MCCC 1K06400",1,"Crassaminicella indica",50
131092,NS130,"DSM 15488, CIP 105707, JCM 9933",1,"Craurococcus roseus",45
141068,,"JCM 19657, KACC 17825, YIM 78023",1,"Crenalkalicoccus roseus",45
162580,,"JCM 19658",0,"Crenalkalicoccus roseus",45
140814,KMU-32,"KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,"Cribrihabitans pelagius",45
135526,,"CIP 108009, KCTC 12090, ATCC BAA-628, JCM 21780, IAM 15332",1,"Croceibacter atlanticus",45
3814,H13,"DSM 4133, ATCC 23190, NCMB 1418, CIP 108127, NCIMB 1418",1,"Crocinitomix catalasitica",45
13288,TS-1980,"DSM 44230, ATCC 51143, IFO 14475, JCM 9111, NBRC 14475, NCIMB 13187, NRRL B-16238, CGMCC 4.1710, CIP 107132, IMSNU 21335, KCTC 9391, VKM Ac-1965",1,"Saccharothrix cryophila",45
13289,,"DSM 44580, LDDC 22291-98, NRRL B-24104, JCM 12685, CIP 107800, NBRC 101840",1,"Crossiella equi",45
140950,EURKPP3H10,"BCC 77605, NBRC 111482",1,"Cryptosporangium eucalypti",45
2042,,"DSM 17293, CCUG 44526, CIP 107177, LMG 19282",1,"Cupriavidus campinensis",45
138273,,"CIP 105941, CCUG 24719, LMG 15537",0,"Cupriavidus gilardii",45
136810,1263a,"CIP 108726, PNCM 10347, KCTC 22126, CCUG 53908, DSM 19552",1,"Cupriavidus laharis",45
138424,,"CIP 100998",0,"Cupriavidus metallidurans",45
138762,1875,"CIP 100007",0,"Cupriavidus metallidurans",45
136319,G608,"CIP 104523",0,"Cupriavidus pauculus",45
137630,,"CIP 102485",0,"Cupriavidus pauculus",45
137670,G3900,"CIP 104522",0,"Cupriavidus pauculus",45
137831,38043,"CIP 101080",0,"Cupriavidus pauculus",45
138069,G6817,"CIP 104521",0,"Cupriavidus pauculus",45
138070,F4862,"CIP 104524",0,"Cupriavidus pauculus",45
138404,1885,"CIP 100008",0,"Cupriavidus pauculus",45
2053,1245,"DSM 19553, CIP 108725, PNCM 10346, CCUG 53907, KCTC 22125",1,"Cupriavidus pinatubonensis",45
173489,,"CIP 59.14, ATCC 11452, LMG 2234, NCIMB 8544",0,"Cupriavidus plantarum",45
7312,"CP 2","DSM 20149, ATCC 9682, CCM 1587, JCM 1349, CECT 4213, CFBP 2403, CIP 107084, IAM 12439, ICMP 2562, ICMP 2566, ICPB CP2, IFO 12161, IMET 10506, LMG 3715, LMG 7319, NBRC 12161, NCPPB 854, CCM 1582, ICP CP2",0,"Curtobacterium flaccumfaciens",45
135943,B360,"CIP 107081, ATCC 25283, CNBP 1384, ICMP 2632, ICPB C0101, PDDCC 2632, NCPPB 2113",0,"Curtobacterium flaccumfaciens",45
137335,,"CIP 107082, ICMP 2594, ICPB CB 104, PDDCC 2594, NCPPB 374, LMG 3596, CFBP 2402",0,"Curtobacterium flaccumfaciens",45
7320,"P 420/07, P420/07","DSM 14013, LMG 19917, JCM 12140, CIP 108224, IAM 15148, NBRC 103064, VKM Ac-2512",1,"Curtobacterium herbarum",45
139640,,"CIP A179",0,"Cutibacterium acnes",45
139620,,"CIP 100358",0,"Cutibacterium avidum",45
139630,,"CIP 100357",0,"Cutibacterium avidum",45
139631,,"CIP 100529",0,"Cutibacterium avidum",45
12645,,"DSM 20700, ATCC 25564, CIP 110009, JCM 6498, LMG 16726, NCTC 11865, CCUG 32987, VPI 0507, BCRC 17368, CIP 103262, GIFU 7612, IFO 15672, NBRC 15672, NCFB 2586, NCIMB 702586, NCDO 2586, VPI 050",1,"Cutibacterium granulosum",45
134150,,"KCTC 12363, LMG 23026, KMM 6143, CIP 108848",1,"Cyclobacterium amurskyense",45
675,"613, original","DSM 12, ATCC 14575, CCM 2213, JCM 2512, NCIB 9366, NCTC 10335, CCUG 7418, NRS 613, BCRC 11730, CECT 14, CIP 52.70, IAM 12464, IAM 14179, IFO 15306, KCTC 3626, LMG 7125, NBRC 15306, NCIMB 9366, NRRL B-14307, NRRL NRS-613, VKM B-498, VTT E-97061, NCDO 1762",1,"Cytobacillus firmus",45
,,,,,55
673,"854, a Hambourg","DSM 359, ATCC 8247, CCM 2212, NCIB 8162, JCM 20092, IAM 1188, IFO 3330, NBRC 3330, OUT 8399, RIMD 0209001, CIP 52.69, NCIMB 8162",0,"Cytobacillus firmus",45
,,,,,55
1904,K107,"DSM 21779, CCUG 54520, KCTC 12981",1,"Daeguia caeni",45
,,,,,56
3844,JR,"DSM 14873, JCM 11955",1,"Deferribacter abyssi",60
3843,DR,"DSM 14928",0,"Deferribacter abyssi",60
3845,SL50,"DSM 21529, VKPM B-10097",1,"Deferribacter autotrophicus",60
3841,SSM1,"DSM 14783, JCM 11476, NBRC 101012",1,"Deferribacter desulfuricans",60.0-65.0
,,,,,62
3842,BMA,"DSM 14813, ACM 5093",1,"Deferribacter thermophilus",60
18151,S3R1,"DSM 24185, VKM B-2672",1,"Deferrisoma camini",50
132415,MAG-PB1,"DSM 29363, JCM 30394",1,"Deferrisoma palaeochoriense",60
177048,Ve6Fe1,"DSM 108915, JCM 39088",0,"Deferrivibrio metallireducens",55
163810,,"JCM 30481, CGMCC 1.5199",1,"Defluviitalea phaphyphila",55
140265,A6,"DSM 28090, ACCC 19951",1,"Defluviitalea raffinosedens",50
17884,"6LT2, LIND6LT2","DSM 22681, JCM 16312",1,"Defluviitalea saccharophila",45-60
,,,,,50
,,,,,50-55
17074,"Rsulflac1, Sulflac1","DSM 23805, JCM 17210",1,"Defluviitoga tunisiensis",55
130829,L3,"DSM 29926",0,"Defluviitoga tunisiensis",55
3855,AG-3a,"DSM 11300, CIP 105573",1,"Deinococcus geothermalis",45
,,,,,47
3856,AG-5a,"DSM 11301",0,"Deinococcus geothermalis",45-50
3857,RSPS-2a,"DSM 11302",0,"Erythrobacter sanguineus",45-50
3862,Wt/1a,"DSM 15307, MTCC 4913, CIP 108415",1,"Deinococcus indicus",45
3858,ALT-1b,"DSM 11303, CCUG 50777, CIP 105574",1,"Deinococcus murrayi",45
,,,,,45-50
,,,,,47
3859,RSG-1.2,"DSM 11304",0,"Deinococcus murrayi",45-50
3860,RSPS-7a,"DSM 11305",0,"Deinococcus murrayi",45-50
3852,"R1, R<SUB>1</SUB>","CCUG 27074, DSM 20539, ATCC 13939, CCM 1700, JCM 16871, NCIB 9279, CIP 104750, HAMBI 1924, IFO 15346, LMG 4051, NBRC 15346, NCIMB 9279, UWO 288, VKM B-1422",1,"Deinococcus radiodurans",45
134419,,"CIP 103685, ATCC 43868",0,"Delftia acidovorans",45
138496,,"CIP 60.78, ATCC 17439, NBIMCC 508",0,"Delftia acidovorans",45
140487,RA6,"LMG 29737, CECT 9171",1,"Delftia rhizosphaerae",45
6598,M6A9,"DSM 15638, JCM 10491, NCIMB 13914, ATCC BAA-482, CCM 7143, CCUG 44587, CCUG 45366, CGMCC 1.3701, CIP 106688, LMG 19872",1,"Dellaglioa algida",45
133136,GHD-1,"KCTC 52260, NBRC 112299",1,"Demequina litorisediminis",50
3921,2002-46,"CCUG 39179, CCM 4700, CIP 105501, JCM 11480, DSM 11295, IFO 16164, NBRC 16164, HKI 0089, NCIMB 13517",1,"Demetria terragena",45
3918,"S69, S-69","DSM 7083, ATCC 49369, NCFB 2769, CCUG 32998, JCM 7448, CCM 4122, CECT 4165, CIP 105144, IFM 10528, IMSNU 21318, NBRC 106157, NCIMB 13131",1,"Dermabacter hominis",45
138741,592-86,"CIP 102604",0,"Dermabacter hominis",45
139087,426-85,"CIP 101651",0,"Dermabacter hominis",45
16673,MT-96,"DSM 13146",1,"Desulfacinum hydrothermale",60
16672,BalphaG1,"DSM 9756, ACM 3991",1,"Desulfacinum infernum",60
16674,101,"DSM 14185",0,"Desulfacinum subterraneum",60
11817,MLF,"DSM 6562, NBRC 112758",1,"Desulfallas thermosapovorans",50
4171,"SR-1, LS","DSM 23860, JCM 15510, KCTC 5649",1,"Desulfocurvibacter africanus subsp. uniflagellum",45
11822,S1,"DSM 12257, ATCC 700784, VKM B-2192",1,"Desulfofalx alkaliphila",50
11821,AB33,"DSM 11792, ACM 3917, KCTC 15817, JCM 34022",1,"Desulfofundulus australicus",65
11804,17,"DSM 6115, VKM B-1805",1,"Desulfofundulus kuznetsovii",60
174769,TPOSR,"DSM 110707",0,"Desulfofundulus kuznetsovii",60
11824,SLT,"DSM 12396, SMCC W644",1,"Desulfofundulus luciae",55
175506,435,"DSM 23196, VKM B 1492, VKM B-1492",1,"Desulfofundulus salinus",60
157949,781,"DSM 23202, VKM B-1379",0,"Desulfofundulus salinus",60
11827,V21,"DSM 14956, CIP 107984",1,"Desulfofundulus solfataricus",60
11803,CAMZ,"DSM 5813, NBRC 112756",1,"Desulfofundulus thermoacetoxidans",55
11805,TSB,"DSM 6193, ATCC 49756",1,"Desulfofundulus thermobenzoicus subsp. thermobenzoicus",60
11826,TPO,"DSM 14055",1,"Desulfofundulus thermobenzoicus subsp. thermosyntrophicus",55
11818,ST90,"DSM 10259, NBRC 112757",1,"Desulfofundulus thermocisternus",60
11830,RL50JIII,"DSM 16057, JCM 13837",1,"Desulfofundulus thermosubterraneus",60
4043,"HR100, HR<SUB>100</SUB>","DSM 5692, JCM 16813, ATCC 49708",1,"Desulfohalobium retbaense",45-52
24301,SR45,"DSM 26801, NBRC 109411",1,"Desulfolucanica intricata",45
4040,TeSt,"DSM 4206, JCM 13028",1,"Desulfonauticus autotrophicus",55
4039,6N,"DSM 15269, CIP 107713",1,"Desulfonauticus submarinus",45
