ID,designation_header,strain_number_header,is_type_strain_header,species,Temperature
16511,"FYU M2-59, M2-59, FYU M<SUB>2</SUB>-59","DSM 43166, ATCC 27098, CBS 799.70, KCC A-0110, JCM 3110, BCRC 12548, IFM 1273, IFO 14046, IMSNU 20072, KCTC 9332, MTCC 1413, NBRC 14046",0,"Microbispora rosea subsp. aerata",50
16513,"M2-64, M<SUB>2</SUB>-64","DSM 43840, ATCC 27099, CBS 836.70, IFO 14047, JCM 3111, KCC A-0111, NBRC 14047, BCRC 16385, CGMCC 4.1487, IFM 1274, IMSNU 20071, IMSNU 22112, KCTC 9333, VKM Ac-1506",0,"Microbispora rosea subsp. aerata",50
140576,GHTF-23,"NBRC 112533, KCTC 52569",1,"Microbulbifer aestuariivivens",50
466,,"DSM 19189, JCM 14709, JAMB A94",1,"Microbulbifer thermotolerans",46
7496,KSL-113,"DSM 19663, CIP 108920, KCTC 19126, JCM 15138, NBRC 106160",1,"Microcella alkalica",45
7493,Ac4r,"DSM 18851, CIP 108473, LMG 22690, KCTC 19624",1,"Microcella alkaliphila",45
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,"Microcella putealis",45
134693,CV-40,"CIP 108474, LMG 22691",0,"Microcella putealis",45
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,"Micrococcus luteus",45
7668,130.21,"DSM 1790, ATCC 10240, CCM 732, DSM 20490, IFO 3242, NBRC 3242, NCIB 8166, NCTC 7743, CCUG 21988, FDA 16, CIP 53.160, IMET 10759, NCDO 982, NCIMB 8166",0,"Micrococcus luteus",45
7671,D7,"CCUG 47202, DSM 14234, CCM 4959, CIP 107661",0,"Micrococcus luteus",45
7672,Ballarat,"DSM 14235, CCM 4960, CCUG 47203, CIP 107660",0,"Micrococcus luteus",45
135321,"AmMS 533","CIP 103664, ATCC 49732",0,"Micrococcus luteus",45
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,"Microlunatus capsulatus",45
132342,S3Af-1,"DSM 100019, CGMCC 4.7306, JCM 31774",1,"Microlunatus endophyticus",50
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,"Microlunatus lacustris",45
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,"Microlunatus phosphovorus",45
12615,"J14, Ben-107","DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247",1,"Microlunatus spumicola",45
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,"Micromonospora auratinigra",45
7984,AA-459,"DSM 44398, CIP 108382, IFAM AA-459, JCM 12677, NBRC 101889, NRRL B-24248",1,"Micromonospora endolithica",45
7980,6393-C,"DSM 44100, ATCC 49364, FERM BP-1196, IFO 14550, NBRC 14550, NRRL B-16490, JCM 9104, CGMCC 4.5527, CIP 106812, IMSNU 22003, KCTC 9354, VKM Ac-2009",1,"Micromonospora matsumotoensis",45
7985,,"DSM 44830, LMG 22229, NBRC 101890, NRRL B-24769, WA 201, JCM 13240, CIP 108755",1,"Micromonospora mirobrigensis",45
13414,P101,"DSM 43017, ATCC 15386, CBS 484.63, DSM 43018, DSM 43754, IFO 12207, KCC A-0036, NBRC 12207, NCIB 9602, NRRL B-3044, CCUG 5913, JCM 3036, BCRC 13426, CGMCC 4.1089, CGMCC 4.1324, CGMCC 4.1483, IFM 1235, IMET 9550, KACC 20054, KCTC 9115, KCTC 9150, KCTC 9480, MTCC 320, NBIMCC 3641, NCIMB 9602, VKM Ac-681, VTT E-073030",1,"Saccharomonospora viridis",45
,,,,,50
13415,"A 1316","DSM 43115",0,"Micropolyspora internata",45
13417,335,"DSM 46183, IMET 9598",0,"Micropolyspora internata",50
13418,474-119,"DSM 46171, IMET 9559",0,"Micropolyspora internata",50
13419,625-2,"DSM 46191, IMET 9666",0,"Micropolyspora internata",50
13420,625-15,"DSM 46192, IMET 9667",0,"Micropolyspora internata",50
130401,TFB,"DSM 28869, ATCC BAA-817, CIP 108443, IAM 15034, JCM 11936, KCTC 12101",1,"Balneimonas flocculans",45
130783,skMP5,"DSM 27098, NBRC 109608",1,"Mizugakiibacter sediminis",45
208,BV345-16,"DSM 23059, ATCC 35241, CCUG 21018, NCTC 11656",1,"Mobiluncus curtisii subsp. curtisii",45.0
209,"BV376-6, Spiegel BV376-6","DSM 21655, ATCC 35242, CCUG 17762, LMG 7786, NCTC 11657",1,"Mobiluncus holmesii",45.0
206,"SV 175, SV 17J","DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658",1,"Mobiluncus mulieris",45.0
16817,AMP,"DSM 21394",1,"Neomoorella caeni",60
175523,ACPs,"DSM 116161, CCOS 2103",0,"Neomoorella carbonis",60
16820,JW/AS-Y6,"DSM 11254",1,"Neomoorella glycerini",60
16822,"64-FGQ, 64_FGQ","DSM 23265, VKM B-2603",1,"Neomoorella humiferrea",46-70
,,,,,65
175321,LNE,"DSM 117358",0,"Neomoorella humiferrea",60
175322,OCP,"DSM 117359",0,"Neomoorella humiferrea",60
16821,1,"DSM 14980, ATCC BAA-608",1,"Neomoorella mulderi",62
24648,E3-O,"DSM 26217, CGMCC 1.5181",1,"Neomoorella stamsii",60
170400,"S LA38, SLA38","DSM 111068, VKM B-3584",1,"Neomoorella sulfitireducens",60
16811,Fontaine,"DSM 521, ATCC 35608, VPI 12954, JCM 9319, KCTC 5000, VPI 12984, CIP 108294, NBRC 117001",1,"Clostridium thermoaceticum",55
,,,,,60
16812,Fontaine,"DSM 2955, ATCC 35608",1,"Clostridium thermoaceticum",55
16813,G-20,"DSM 6867, ATCC 49707",0,"Clostridium thermoaceticum",60
16814,6,"DSM 11768",0,"Clostridium thermoaceticum",60
16815,ET-5a,"DSM 12797",0,"Clostridium thermoaceticum",55
16816,PT-1,"DSM 12993",0,"Clostridium thermoaceticum",55
16819,Inf1,"DSM 7417",0,"Clostridium thermoaceticum",60
166021,,"JCM 9320, ATCC 39073",0,"Clostridium thermoaceticum",55
136947,,"CIP 108447, DSM 1974, ATCC 33924, AIP 98-04",1,"Neomoorella thermoacetica",55
140568,PP-F2F-G47,"CCM 8711, CIP 111182, LMG 29767, DSM 103633",1,"Mucilaginibacter galii",45
133144,PP-F2F-G21,"DSM 100995, CCM 8625, CIP 110921, LMG 29118",1,"Mucilaginibacter phyllosphaerae",>45.0
140514,,"KCTC 12641, LMG 23495, Gsoil 032",1,"Mucilaginibacter pocheonensis",45
133699,SW-63,"KCCM 41646, JCM 11811, CIP 108790",1,"Flagellimonas marinaquae",45
133698,"SW-62, KCMM 41645","KCCM 41645, JCM 11812, CIP 108791",1,"Flagellimonas flavescens",45
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,"Flagellimonas ruestringensis",45
8547,BD,"DSM 45149, CCUG 50184, CIP 108541, JCM 15297, BCRC 16915",1,"Mycobacterium abscessus subsp. bolletii",45
8441,49005,"DSM 44147, ATCC 27280, JCM 6376, NCTC 10820, CCUG 37672, LMG 19259, CIP 106808",1,"Mycobacterium aichiense",45
8431,"3056, N61H, 61, 92003","DSM 44297, ATCC 25276, CCUG 29115, TMC 803, CIP 106809, JCM 6409",1,"Mycobacterium asiaticum",45
166496,MK41,"CCUG 72127, DSM 107153",1,"Mycobacterium attenuatum",45
8549,U8,"JCM 15296, DSM 45150, CCUG 50186, CIP 108543",1,"Mycobacterium aubagnense",45
8379,"358, 14 121 0001","DSM 43999, ATCC 23366, JCM 6366, NCTC 10437, CCUG 70546, LMG 19255, CIP 104465, KCTC 9955, NRRL B-4037, Tsukamura 358, CCUG 37666, HAMBI 2275",1,"Mycobacterium aurum",45
136728,,"CIP 105694",0,"Mycobacterium aurum",45
136772,,"CIP 105692",0,"Mycobacterium aurum",45
136773,,"CIP 105691",0,"Mycobacterium aurum",45
136778,,"CIP 105688",0,"Mycobacterium aurum",45
136779,,"CIP 105689",0,"Mycobacterium aurum",45
137077,"14 121 0005 (A+ Rebuffet)","CIP 104482",0,"Mycobacterium aurum",45
8448,"E9789-SA 12441, SA12441, 9789, 14 150 0001","DSM 44191, ATCC 33464, JCM 6369, CCUG 37667, CIP 105395, HAMBI 2271, KCTC 9504",1,"Mycobacterium austroafricanum",45
8334,JOB-5,"DSM 14262, ATCC 29678, CIP 105723",0,"Mycobacterium austroafricanum",45
8515,PYR-1,"CCUG 55853, LMG 19257, CIP 107822, JCM 13017, KCTC 9966, DSM 7251, NRRL B-24157, BCRC 16820",0,"Mycobacterium austroafricanum",45
8419,"SSC 1336, 14 031 0002, Vet. 1387","DSM 44156, ATCC 25291, TMC 724, CCUG 20992, NCTC 13034, CIP 104244",1,"Mycobacterium avium subsp. avium",45
8420,"McKee1, 140310003","DSM 44157, ATCC 15769, CIP 105415",0,"Mycobacterium avium subsp. avium",45
135349,JC31,"CIP 103964, ATCC 19851, NCTC 8578",0,"Mycobacterium avium subsp. paratuberculosis",45
135351,,"CIP 103968, ATCC 49164",0,"Mycobacterium avium subsp. paratuberculosis",45
135352,1001,"CIP 103971",0,"Mycobacterium avium subsp. paratuberculosis",45
136893,,"CIP 103965, ATCC 43015",0,"Mycobacterium avium subsp. paratuberculosis",45
137548,4138,"CIP 103978",0,"Mycobacterium avium subsp. paratuberculosis",45
8445,6409,"DSM 44175, ATCC 49884, CCUG 47446, CIP 103317, KCTC 19633",1,"Mycobacterium avium subsp. silvaticum",45
138449,N7,"CIP 108545, CCUG 50398",1,"Mycobacterium barrassiae",45
8519,"MF-657, W5998","DSM 44677, ATCC 49935, CCUG 47580, CIP 107829, JCM 15653",1,"Mycobacterium boenickei",45
8474,2938-X86,"CCUG 39919, CIP 105811, DSM 44277, JCM 12402, ATCC BAA-2097",1,"Mycobacterium bohemicum",45
8498,"E 347","DSM 44537, ATCC 700701, CCUG 47450, CCUG 47976, JCM 17322, CIP 106753, NCIMB 13713",1,"Mycobacterium botniense",45
8497,"E 43","DSM 44536, ATCC 700702",0,"Mycobacterium botniense",45
8521,"MF-614, W6743","DSM 44680, ATCC 49938, CCUG 47584, CIP 107830, JCM 15654",1,"Mycobacterium brisbanense",45
8529,502329,"JCM 15298, DSM 44828, CCUG 47953, CIP 107998",1,"Mycobacterium canariasense",45
8473,,"DSM 44243, ATCC 51131, CCUG 39185, JCM 12373, CDC 90-0899, CIP 106109",1,"Mycobacterium celatum",45
8570,"RAMC, Friedman, 14 042 0003, 1544","DSM 43804, ATCC 35752, CCUG 47445, IMET 10609, JCM 6388, NCTC 946, TMC 1544, CIP 104535, KCTC 9505, NCIMB 1474",1,"Mycobacterium chelonae",45
159823,MOTT36W,"KCTC 29127, JCM 32454",1,"Mycobacterium chelonae subsp. gwanakae",45
140781,QIA-37,"KCTC 39630, JCM 30986",1,"Mycobacterium chelonae subsp. bovistauri",45
8219,"2502, 14 116 0001","DSM 44633, ATCC 19627, CIP 105383, CCUG 39504, NCTC 10485, JCM 12403",1,"Mycobacterium chitae",45
8364,PCP-1,"DSM 43826, ATCC 49826, JCM 7439, NCIMB 123325, NRRL B-16528, BCRC 13726, CECT 4065, CIP 104189, HAMBI 2278, IFO 15527, MTCC 2570, NBRC 15527, NCIMB 12325",1,"Mycobacterium chlorophenolicum",45
8465,48013,"DSM 44219, ATCC 27278, JCM 6374, NCTC 10819, CCUG 37670, CIP 106810, JCM 16420, KCTC 19712",1,"Mycobacterium chubuense",45
8422,1389/90,"DSM 44017, ATCC 49920, CIP 105510, CCUG 37513, JCM 13671, KCTC 19635",1,"Mycobacterium confluentis",45
8461,3895/92,"DSM 44136, ATCC 700090, CIP 105165, CCUG 37516, JCM 14738",1,"Mycobacterium conspicuum",45
8423,NZ2,"CCUG 39182, DSM 43922, ATCC 49103, JCM 12404, CIP 105396",1,"Mycobacterium cookii",45
8226,"14 117 0001","DSM 43524, ATCC 19340, JCM 6371, SN 1418, BCRC 16395, CGMCC 4.1179, CIP 105384, HAMBI 2269, IFO 14756, KCTC 9506, NBRC 14756, ATCC 41001",1,"Mycobacterium diernhoferi",45
8478,"Fi-13295, ID 3931","DSM 44339, CIP 106867, CCUG 46352, JCM 12405, ATCC BAA-565",1,"Mycobacterium doricum",45
8412,141180001,"DSM 44244, ATCC 43910, NCTC 358, CCUG 41352, CIP 104539, JCM 6396, KCTC 9507",1,"Mycobacterium duvalii",45
8447,141390005,"CCUG 37584, DSM 44179, ATCC 35219, CIP 81.39, JCM 6405, KCTC 9508",1,"Mycobacterium fallax",45
8247,"D-25 (TMC 1541), D-25, 14 023 0001","DSM 43991, ATCC 14474, TMC 1541, CCUG 29041, CCUG 32167, CIP 104533, CCUG 27974, NCTC 10271",1,"Mycobacterium flavescens",45
8534,FI-93171,"DSM 44852, CIP 108409, CCUG 50992, JCM 14740",1,"Mycobacterium florentinum",45
8494,FA4,"DSM 44556, CIP 108203, JCM 14741",1,"Mycobacterium fluoranthenivorans",45
138084,140410002,"CIP 104595",0,"Mycobacterium fortuitum",45
139164,140410003,"CIP 104596",0,"Mycobacterium fortuitum",45
8466,"041 00 27","CIP 105423, DSM 44220, ATCC 35931, CCUG 58729, JCM 6368, KCTC 9509, NCH E11620",1,"Mycobacterium fortuitum subsp. acetamidolyticum",45
8259,"Cruz 1, GB 178, Gdf M93, Lausanne 1021, X42, 140410001","DSM 46621, ATCC 6841, CCUG 20994, CIP 104534, IFO 13159, IMET 10605, JCM 6387, NBRC 13159, NCTC 10394, TMC 1529, RIMD 1317004, Tsukamura 18112, CCUG 27973, KCTC 9510, PCM 672",1,"Mycobacterium fortuitum subsp. fortuitum",45
8437,141280001,"DSM 44077, ATCC 27726, CCUG 37515, CIP 105388, NCTC 10942, HAMBI 2274, JCM 12688",1,"Mycobacterium gadium",45
8407,"W-417, 14 034 0001","DSM 43505, ATCC 15754, ATCC 15980, IMET 10662, TMC 1456, SN 583, JCM 12407, CCUG 20995, CCUG 29062, CCUG 47488, CIP 104530, DSM 43506",1,"Mycobacterium gastri",45
8402,"SM35, SM 35, 14 119 0001","DSM 45363, ATCC 43909, CCUG 57112, CIP 106743, JCM 15464, NCTC 10742, JCM 6395, KCTC 19423",1,"Mycobacterium gilvum",45
136782,141190002,"CIP 105385",0,"Mycobacterium gilvum",45
8268,"W-1609, P-15, 14 021 0001","DSM 44160, ATCC 14470, JCM 6382, NCTC 10267, TMC 1324, CCUG 21801, CCUG 21811, CIP 104529, KCTC 9513",1,"Mycobacterium gordonae",45
8490,S369,"DSM 44428, CCUG 51897, JCM 15655, CIP 107347",1,"Mycobacterium heckeshornense",45
8491,S504,"DSM 44482",0,"Mycobacterium heckeshornense",45
8492,S532,"DSM 44483",0,"Mycobacterium heckeshornense",45
8485,2554/91,"DSM 44471, ATCC 51253, CIP 105424, JCM 14842",1,"Mycobacterium heidelbergense",45
8470,"Hi 11, 14 403 0001","CCUG 39184, JCM 13571, DSM 44241, ATCC 49874, CIP 104537, KCTC 19638",1,"Mycobacterium hiberniae",45
8454,"EMI 2","DSM 44183, CIP 104909T, CCUG 38151, CIP 104909, JCM 12141, LMG 19253",1,"Mycobacterium hodleri",45
8488,1406,"DSM 44478, CCUG 46266, CIP 107726, ATCC BAA-771, JCM 12374, CIP 107786",1,"Mycobacterium holsaticum",45
131823,"MF-89, W5198","DSM 44676, ATCC 49403, CDC 80-719, CCUG 47581, JCM 15656, CIP 107828",1,"Mycobacterium houstonense",45
8524,"MC 1991, MN 3744","DSM 44764, CIP 106684, CCUG 47286",0,"Mycobacterium immunogenum",45
166497,MK13,"CCUG 72126, DSM 107161",1,"Mycobacterium innocens",45
8528,FI-01069,"DSM 44623, CIP 107892, CCUG 50989, JCM 14737",1,"Mycobacterium intracellulare subsp. chimaera",45
8393,"G133 Bostrom, 14 011 0001","DSM 44162, ATCC 12478, JCM 6379, TMC 1204, CCUG 20997, CCUG 27787, CECT 3030, CIP 104589, KCTC 9515, NCTC 13024, RIMD 1320001",1,"Mycobacterium kansasii",45
135745,8875/99,"CIP 108204",0,"Mycobacterium kansasii",45
158311,,"CECT 9646, DSM 107316, NCTC 11659",1,"Mycobacterium kyogaense",45
8506,,"DSM 44577, ATCC BAA-323, NRCM 00-255, JCM 15657, CIP 108111",1,"Mycobacterium lacus",45
24232,2186/92,"DSM 46733, ATCC 51985, CCUG 42422, CIP 105465, JCM 13390, CCUG 42559, DSM 44418",1,"Mycobacterium lentiflavum",45
8486,938,"DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,"Mycobacterium mageritense",45
133382,,"ATCC BAA-2759, CIP 110822, WCM 7299",1,"Mycobacterium malmesburyense",45
8428,"Mo 816, Mo 816 (TMC 802)","DSM 44163, ATCC 29571, TMC 802, CCUG 37761, JCM 13391, CIP 105775, NCTC 11298",1,"Mycobacterium malmoense",45
8508,,"DSM 44615, NRCM 01-154, CIP 108113, ATCC BAA-545",1,"Mycobacterium manitobense",45
136783,,"CIP 64.23",0,"Mycobacterium marinum",45
8467,"14 147 0001, 48504","DSM 44221, ATCC 43059, JCM 6375, CCUG 37671, CIP 105393, KCTC 9516, VKM Ac-1183, NCH E11715",1,"Mycobacterium moriokaense",45
136780,"MO24, Mo 24","CIP 105223, DSM 44625, JCM 13575, ATCC 49650, CDC 86-701, CCUG 47451, KCTC 19088",1,"Mycobacterium mucogenicum",45
8450,"MO12, 77-590, MO 12","DSM 44124, ATCC 49649, CDC 77-590, CIP 105225",0,"Mycobacterium mucogenicum",45
136781,MO135,"CIP 105224, ATCC 49651, CCUG 42425",0,"Mycobacterium mucogenicum",45
8479,"220-96, MA 112/96","CCUG 39728, JCM 13392, DSM 44340, HAMBI 2320, CIP 105980, VTT E-062961",1,"Mycobacterium murale",45
8523,BN3150,"DSM 44756, CIP 108078",1,"Mycobacterium neglectum",45
8435,"3503, 14 125 0001","DSM 44074, ATCC 25795, JCM 6365, NCTC 10818, CCUG 37665, CIP 105387, LMG 19258, KCTC 19096, BCRC 17230, HAMBI 2273",1,"Mycobacterium neoaurum",45
8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098, JCM 15659",1,"Mycobacterium neworleansense",45
8444,,"DSM 44164, ATCC 19530, ATCC 23067, JCM 6364, NCTC 10424, TMC 1481, CCUG 28009, CIP 106811",1,"Mycobacterium nonchromogenicum",45
8476,73,"DSM 44203, CCUG 39183, CIP 105546, JCM 18114",1,"Mycobacterium novocastrense",45
8433,"4388, 47001","CCUG 37669, CIP 106803, KCTC 19097, DSM 44075, ATCC 27023, JCM 6372, NCTC 10778, HAMBI 2272",1,"Mycobacterium obuense",45
8362,"16002, P. Hauduroy 2490, 311","DSM 43528, ATCC 19686, CCUG 20999, CIP 106802, JCM 6367, NCTC 10411, NRRL B-4035, SN 1603",1,"Mycobacterium parafortuitum",45
8533,,"DSM 44648, ATCC BAA-614, HSC 68, JCM 13015, CIP 108112, KCTC 9979",1,"Mycobacterium parascrofulaceum",45
8276,"Bojalil 40, 6020, 14 041 0020, 40","DSM 43271, ATCC 14467, ATCC 23023, IMET 10608, NCTC 10264, TMC 1547, JCM 12142, ATCC 23036, CCUG 27976, CCUG 41354, CECT 3023, CIP 105382, KCTC 9615, LMG 19256, PCM 639",1,"Mycobacterium peregrinum",45
8548,N4,"DSM 45104, CCUG 50185, CIP 108542, JCM 15301",1,"Mycobacterium phocaicum",45
8471,E10241-1,"DSM 44242, ATCC 33776, JCM 6378, CCUG 37674, CIP 105392, KCTC 9517",1,"Mycobacterium porcinum",45
8472,"MF-155, W6238","CCUG 47583, CIP 107826, DSM 44678, ATCC BAA-329",0,"Mycobacterium porcinum",45
8505,"14149 0001, MC 47A, 14 149 0001","DSM 44585, ATCC 35087, CIP 105394, NCIB 12538, JCM 12603, NCIMB 12538",1,"Mycobacterium poriferae",45
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,"Mycobacterium psychrotolerans",45
8535,"17A3, ID 705-01","DSM 44605, CIP 108596, NRRL B-24349, JCM 15927, NRRL B-24244",1,"Mycobacterium pyrenivorans",45
136901,"SK8471, SD4","CIP 107816",0,"Mycobacterium ratisbonense",45
134677,230672,"CIP 107943",1,"Mycobacterium reunionae",45
8469,2002,"DSM 44223, ATCC 27024, JCM 6363, NCTC 10779, CCUG 37664, CIP 106806",1,"Mycobacterium rhodesiae",45
8509,,"DSM 44616, ATCC BAA-544, CIP 108114, NRCM 00-250, JCM 13016, KCTC 9978",1,"Mycobacterium saskatchewanense",45
8369,"12238, 1356 TMC/1323, 14 022 0001, L2238, 1356","DSM 43992, ATCC 19981, JCM 6381, NCTC 10803, TMC 1323, CCUG 29045, CIP 105416, KCTC 9519, RIMD 1331002",1,"Mycobacterium scrofulaceum",45
8482,"Australia 9330, W4964","DSM 44393, ATCC 700731, CCUG 43574, JCM 14743, CIP 106642",1,"Mycobacterium septicum",45
136951,D13,"CIP 108512",0,"Mycobacterium septicum",45
8429,"14 102 0001, N29, 3015","DSM 44165, ATCC 25275, TMC 1226, JCM 12377, CCUG 29114, CCUG 42427, CIP 104531",1,"Mycobacterium simiae",45
8373,"25932, 14 024 0001","DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,"Mycobacterium szulgai",45
8351,"F 628, W45, W-45, 14 032 0001","DSM 43227, ATCC 15755, CCUG 42429, CIP 104321, ATCC 15981, NCTC 10856, LMG 10394, SN 2700, JCM 12143, CCUG 27847, CECT 3028, CGMCC 1.3346, KCTC 9614, TMC 1450",1,"Mycobacterium terrae",45
8514,47503,"DSM 44635, ATCC 27282, CIP 106807, JCM 6373, NCTC 10821, CCUG 42430",1,"Mycobacterium tokaiense",45
8511,,"CCUG 58693, DSMZ 44626, ATCC 70071, CDC 90-1019, CIP 106108, DSM 44626, ATCC 700071, JCM 14744",1,"Mycobacterium triplex",45
8477,"Fi-25796, ID 3930","CCUG 50996, CIP 106367, JCM 12692, DSM 44338, ATCC BAA-564",1,"Mycobacterium tusciae",45
136729,Fl-24797,"CIP 106368",0,"Mycobacterium tusciae",45
136731,Fl-27697,"CIP 106369",0,"Mycobacterium tusciae",45
132766,"Schering 260, 14 120 0006","DSM 43292, ATCC 15483, NCIB 9937, SN 920, JCM 6389, ATCC 23004, BCRC 17229, CCUG 21003, CECT 3019, CIP 105934, HAMBI 2276, IFO 14118, KCTC 19087, NBRC 14118, NCIMB 9937, NCTC 10916, TMC 1526, SN 290",1,"Mycobacterium vaccae",45
134400,141200001,"CIP 105386",0,"Mycobacterium vaccae",45
136727,,"CIP 105695",0,"Mycobacterium vaccae",45
136730,"TBC 8878, M0739, Mo739","DSM 44493, ATCC 700010, CIP 106348, CCUG 48179, CCUG 47168, JCM 13393",1,"Mycobacterium wolinskyi",45
8370,"1482, 14 035 0001","DSM 43995, ATCC 19250, NCTC 10042, TMC 1482, JCM 15661, CCUG 28011, CCUG 31306, CIP 104035, CNCTC 7303",1,"Mycobacterium xenopi",45
140231,"ST 57","DSM 25251, ATCC BAA-2401",1,"Mycoplasmopsis ciconiae",46
175672,C216,"LMG 32998, DSM 114558",1,"Mycovorax composti",45
136157,,"CIP 103058, LMG 14969",0,"Myroides odoratimimus",45
136162,,"CIP 103059, LMG 14970",0,"Myroides odoratimimus",45
137835,,"CIP 101113, LMG 14961, ATCC 700470",0,"Myroides odoratimimus",45
138182,"CL 229/67","CIP 105170, NCTC 11180, LMG 4029, CCUG 39352, DSM 112291, JCM 7460, ATCC BAA-634, CCM 3298, CGMCC 1.10437",1,"Myroides odoratimimus subsp. odoratimimus",45
5620,"CL41/66, CL 41/66","DSM 2802, ATCC 29979, NCTC 11179, JCM 7459, CCM 3297, LMG 4028, CIP 105169",0,"Bartonella mastomysi",45
138170,,"CIP 105168, CCUG 22182, LMG 12841",0,"Myroides odoratus",45
168508,N5BH11,"CGMCC 4.7524, KCTC 49196",1,"Nakamurella flava",45
10173,Y-104,"DSM 44233, ATCC 700099, CIP 104796, JCM 9543, CCM 4621, FERM P-14709, NBRC 105858",1,"Nakamurella multipartita",45
169549,MJ1,"DSM 111728, JCM 33616",1,"Nanobdella aerobiophila",65
24716,Z-1001,"DSM 24923, VKM B-2666",1,"Natranaerobaculum magadiense",45
,,,,,47.5
159368,"JW/NM-KB 411","DSM 23380",0,"Natranaerobius sp.",45
17654,JW/NM-WN-LF,"DSM 18059, ATCC BAA-1301",1,"Natranaerobius thermophilus",50
17655,JW/NM-WN-LU,"DSM 18760, ATCC BAA-1443",1,"Natranaerobius trueperi",50
,,,,,52
167594,ANCO1,"UNIQEM UQM 41457, DSM 108926, UQM 41457",1,"Natranaerofaba carboxydovora",50
132586,"JW/NM-HA 15","DSM 23470",1,"Natrarchaeobaculum aegyptiacum",52
,,,,,55
163851,,"JCM 30663, UNIQEM U932, AArc 1",1,"Natrarchaeobaculum sulfurireducens",48
130844,X21,"DSM 29987, AS 1.1986, JCM 10989, NBRC 102639, CGMCC 1.1986",1,"Natrialba hulunbeirensis",45
5895,MDB25,"DSM 25055, CECT 8172, JCM 17869",1,"Natrinema salaciae",45
5894,MDB20,"DSM 25054, JCM 17868",0,"Natrinema salaciae",45
24070,"FP1c, FP1r","DSM 18559",0,"Natrinema sp.",50
134191,7-3,"CGMCC 1.4299, JCM 13488",1,"Natronorubrum aibiense",45
161009,A33,"JCM 10635, CGMCC 1.1984, CIP 107015, AS 1.2123",1,"Natronorubrum bangense",45
5899,"98.3, GA33","DSM 13204, AS 1.2123, JCM 10636, CGMCC 1.2123, CIP 107016, AS 1.1984",1,"Natronorubrum tibetense",45
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,"Natronospira proteinivora",45
140782,BSker2,"JCM 31342, UNIQEM U1009",1,"Natronotalea proteinilytica",46
17656,JW/NM-WN-LH1,"DSM 18770, ATCC BAA-1444",1,"Natronovirga wadinatrunensis",50
,,,,,51
10431,PH1209,"DSM 21157, JCM 15390",1,"Nautilia abyssi",60
10429,525,"DSM 13520, JCM 15786",1,"Nautilia lithotrophica",55
133549,MB-1,"DSM 22087, JCM 15746",1,"Nautilia nitratireducens",55
10493,"CL 191/78, Vandamme R-24680, D 8251","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228, CIP 103440",1,"Neisseria animaloris",45
135433,268-80,"CIP 104148, NCTC 12227, LMG 23010",0,"Neisseria animaloris",45
138581,10,"CIP A50",0,"Neisseria gonorrhoeae",45
10467,,"DSM 4691, ATCC 23970, NCTC 10617, CCUG 5853, CIP 72.17, CCM 4401, NCDC A7515",1,"Neisseria lactamica",45
10486,,"CCUG 17915, LMG 5284, DSM 18009, ATCC 10555, CIP 73.11",1,"Neisseria perflava",45
134992,,"CIP 52.182",0,"Neisseria subflava",45
