ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
8544,L15,"DSM 45108, ATCC BAA-883, NCTC 13318, JCM 15466, CIP 109775",1,"Mycobacterium pseudoshottsii",5
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,"Mycobacterium psychrotolerans",7
133184,DL734,"JCM 30395, NCCB 100519",1,"Mycobacterium sarraceniae",5
8553,"ABO-M06, MBS-1, AB0-M06","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,"Mycobacterium setense",5
136747,,"CIP 56.5, CCTM 170, NCTC 53",0,"Mycobacterium smegmatis",10
,,,,,8
140668,NJB0901,"JCM 31611, KCTC 39843, DSM 109040",1,"Mycobacterium stephanolepidis",5
135154,,"CIP 103073, LMG 14973, ATCC 700471",0,"Myroides odoratimimus",10
,,,,,8
136157,,"CIP 103058, LMG 14969",0,"Myroides odoratimimus",10
,,,,,6
,,,,,8
136160,,"CIP 103057, LMG 14968",0,"Myroides odoratimimus",10
,,,,,8
136162,,"CIP 103059, LMG 14970",0,"Myroides odoratimimus",10
,,,,,6
,,,,,8
137835,,"CIP 101113, LMG 14961, ATCC 700470",0,"Myroides odoratimimus",10
,,,,,8
138182,"CL 229/67","CIP 105170, NCTC 11180, LMG 4029, CCUG 39352, DSM 112291, JCM 7460, ATCC BAA-634, CCM 3298, CGMCC 1.10437",1,"Myroides odoratimimus subsp. odoratimimus",10
,,,,,8
5620,"CL41/66, CL 41/66","DSM 2802, ATCC 29979, NCTC 11179, JCM 7459, CCM 3297, LMG 4028, CIP 105169",0,"Bartonella mastomysi",10
,,,,,8
138170,,"CIP 105168, CCUG 22182, LMG 12841",0,"Myroides odoratus",10
,,,,,6
,,,,,8
5624,MY15,"DSM 23313, LMG 25566, JCM 17139",1,"Myroides phaeus",<6
9805,38,"DSM 4946, ATCC 51243, IAM 13189, JCM 6245, CIP 107135, IAM 14540, KCTC 9843, NBRC 100081",0,"Myxococcus virescens",10
,,,,,6
,,,,,8
9984,FB,"DSM 16526, ATCC 25232, CCUG 2079, CIP 107069, IFO 13542, NBRC 13542, NCIMB 9412, ATCC 19368",1,"Myxococcus xanthus",10
,,,,,6
,,,,,8
23147,DS-52,"DSM 26917, CIP 108919, JCM 15652, KCTC 19127, NBRC 105867",1,"Nakamurella flavida",10
,,,,,6
,,,,,8
140952,63MJ-1,"KACC 18662, NBRC 111844",1,"Nakamurella intestinalis",7
24716,Z-1001,"DSM 24923, VKM B-2666",1,"Natranaerobaculum magadiense",7.54
1570,HN30,"DSM 21771, JCM 15649",1,"Natribacillus halophilus",10-15
,,,,,7-23
134340,HIS40-3,"BCC 24370, JCM 14663, PCU 303",1,"Natrinema gari",15.08-19.72
,,,,,9.86-19.72
133573,YSM-123,"JCM 16328, CECT 7565",1,"Natronoarchaeum mannanilyticum",11-27
,,,,,21-25
131258,294-194-5,"DSM 27208, CECT 7630, JCM 16593",1,"Natronoarchaeum philippinense",14-30
,,,,,18
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,"Natronobacterium texcoconense",17.4
,,,,,9.9-24.9
24068,CG-1,"DSM 25473, CECT 7984, IBRC-M 10656, JCM 17958",1,"Natronococcus roseus",15-30
,,,,,25
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,"Natronomonas moolapensis",14-36
,,,,,8-20
5896,Gabara,"DSM 2160, ATCC 35678, JCM 8858, CCM 3872, CIP 103997, IFO 14720, NBRC 14720, NCIMB 2260, VKM B-1749",1,"Natronomonas pharaonis",8
134191,7-3,"CGMCC 1.4299, JCM 13488",1,"Natronorubrum aibiense",11.6-25
,,,,,15.08-17.98
161009,A33,"JCM 10635, CGMCC 1.1984, CIP 107015, AS 1.2123",1,"Natronorubrum bangense",10
,,,,,6
,,,,,8
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,"Natronorubrum sediminis",14.5-29
,,,,,19.72
134219,AD2,"CGMCC 1.6307, JCM 14089",1,"Natronorubrum sulfidifaciens",12-28
,,,,,18
5899,"98.3, GA33","DSM 13204, AS 1.2123, JCM 10636, CGMCC 1.2123, CIP 107016, AS 1.1984",1,"Natronorubrum tibetense",10
,,,,,6
,,,,,8
158278,93087,"DSM 104677, LMG 30012",1,"Neisseria dumasiana",5
,,,,,>5
1213,"IDA 1937, R-16337","DSM 15600, CIP 108808, LMG 21831, JCM 21707, IAM 15256, NBRC 102427",1,"Neobacillus drentensis",10
,,,,,6
,,,,,8
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,"Neobacillus vireti",10
,,,,,8
13626,,"DSM 11542, ATCC 43677, CIP 105585, JCM 20973, LMG 6214, NBRC 14965, CCUG 27880, HAMBI 540, IAM 13631, IFO 14965, NZP 5563, OUT 30006",1,"Neorhizobium galegae",10
,,,,,6
,,,,,8
13632,"S 02, S02","DSM 21817, ATCC BAA-115, CIP 105757, LMG 18254",1,"Neorhizobium huautlense",10
,,,,,6
,,,,,8
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,"Nereida ignava",10
,,,,,6
,,,,,8
,,,,,<8
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,"Nesterenkonia cremea",5-6
7762,28-3,"DSM 20541, ATCC 21727, CCM 2591, CCUG 38889, JCM 11483, BCRC 11656, CECT 5018, CGMCC 1.2323, CIP 81.68, IAM 13001, IFO 15353, IMET 11383, IMSNU 21325, KCTC 3518, LMG 14214, LMG 21452, MTCC 701, NBRC 15353, NCIMB 2204, VKM Ac-2256, VKM B-1317, VKM B-1421",1,"Nesterenkonia halobia",>6
7772,,"DSM 16378, JCM 19556, KCTC 19048, YIM 70179, JCM 16019",1,"Nesterenkonia halophila",10
7764,,"DSM 15474, CCTCC AA 001022, YIM 70084, JCM 13018, KCTC 19014",1,"Nesterenkonia halotolerans",10
7766,,"DSM 15666, CCTCC AA 203010, CIP 108679, KCTC 19013, YIM 70081, JCM 13019, CIP 107970, JCM 19019",1,"Nesterenkonia lutea",7.5
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,"Nesterenkonia natronophila",5
140783,BV-35,"NCAIM B 02606, DSM 29786",1,"Nesterenkonia pannonica",5-7
7767,,"DSM 15664, CCTCC AA 203007, CIP 108680, KCTC 19011, YIM 70009, JCM 13020",1,"Nesterenkonia sandarakina",5
7765,,"DSM 15475, CCTCC AA 001025, YIM 70097, JCM 13021, KCTC 19016",1,"Nesterenkonia xinjiangensis",10
642,"Ford 26, 26, 726","DSM 11, ATCC 4513, CCM 2048, JCM 2504, LMG 13261, NCIB 9374, NCTC 2610, CCUG 7416, ATCC 9140, ATCC 24, BCRC 10605, CECT 10, CIP 52.75, HAMBI 1911, IAM 12462, IAM 14175, IFO 13626, KCTC 3347, LMG 6926, NBRC 13626, NCCB 75011, NCFB 1775, NCIMB 9374, NRRL B-378, NRRL B-380, VKM B-1242, VTT E-95570, NCDO 1775, NRRL NRS726",1,"Bacillus circulans",10
,,,,,8
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,"Bacillus nealsonii",10
,,,,,6
,,,,,8
132616,1DS3-10,"DSM 29761, ACCC 19781",1,"Bacillus oryzisoli",5
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,"Nitratireductor indicus",<7
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,"Nitratireductor kimnyeongensis",<7
133275,GSS14,"KCTC 52186, MCCC 1K02481",1,"Nitratireductor lacus",6
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,"Nitrosopumilus adriaticus",10-55
,,,,,34
141102,,"ATCC TSD-97, NCIMB 15022, SCM 1",1,"Nitrosopumilus maritimus",32-37
10731,VA-12,"DSM 44432, ATCC 23824, ATCC BAA-279, IMMIB D-1599, IMMIB N-63, JCM 10984, NBRC 100374, CCUG 45938, CIP 106822, IMMIB D-1592, CGMCC 4.1723, IFM 10029",1,"Nocardia abscessus",10
,,,,,6
,,,,,8
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,"Nocardia alba",10
,,,,,6
,,,,,8
10798,,"DSM 44821, IFM 0323, JCM 12396, NBRC 100462, CIP 108869",1,"Nocardia anaemiae",10
,,,,,8
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,"Nocardia araoensis",10
,,,,,8
10779,,"DSM 44731, CIP 108682, IFM 10035, JCM 12120, NBRC 100137",1,"Nocardia arthritidis",10
,,,,,6
,,,,,8
10775,,"DSM 44668, JCM 11892, NBRC 100129, CCUG 48826, IFM 0245, CIP 108374",1,"Nocardia asiatica",10
,,,,,6
,,,,,8
10640,"727, GA 875, M 170-6, M170-6","DSM 43757, ATCC 19247, CCM 2754, DSM 43373, IMET 7547, JCM 3384, NCTC 11293, CCUG 10073, PSA 165, CECT 3051, CGMCC 4.1165, CIP 104503, HUT 6572, IFM 0319, IFO 15531, KCTC 9956, MTCC 274, NBRC 15531, NCAIM B.01954, NCIMB 12082, NRRL B-3828, PCM 2254",1,"Nocardia asteroides",10
,,,,,6
,,,,,8
10768,"02, O2 (AS 4.1521)","CCUG 46096, DSM 44636, AS 4.1521, CIP 107257, IFO 16342, JCM 10666, NBRC 16342, CGMCC 4.1521, IFM 10174, KCTC 19931, NCIMB 13870",1,"Nocardia beijingensis",10
,,,,,6
,,,,,8
10650,"381, 631, GA 876, 0236, 845, Jr 381, 337","DSM 43758, ATCC 19296, CBS 330.54, IFO 14402, IMRU 845, JCM 3374, NBRC 14402, NCTC 11294, CCT 3439, CCUG 10074, CCUG 10098, CECT 3052, CIP 104502, IFM 0236, IMSNU 21222, IMSNU 21223, NCIMB 12083, VKM Ac-863",1,"Nocardia brasiliensis",6
,,,,,8
10654,0029,"DSM 43024, ATCC 15333, IFO 12119, IMRU 1086, KCC A-0029, NBRC 12119, RIA 709, CCUG 46115, JCM 3029, BCRC 13389, CGMCC 4.1163, CIP 104508, IFM 0283, IMET 9542, IMSNU 20103, IMSNU 21207, KCCM 12521, KCTC 9370, NRRL B-2896, VKM Ac-936, IMRU 1086W",1,"Nocardia brevicatena",10
,,,,,6
,,,,,8
10788,F829,"DSM 44831, AS 4.1728, IFM 10344, JCM 11508, BCRC 16365, CGMCC 4.1728, CIP 108001, NBRC 108228, CIP 108101",1,"Nocardia caishijiensis",10
,,,,,6
,,,,,8
10655,30,"CCUG 48177, CIP 104509, IFO 14403, JCM 3375, NRRL B-1336, DSM 43397, ATCC 6847, IMRU 3419, NCTC 3527, DSM 43580, JCM 30727, BCRC 13693, CCM 2756, CGMCC 4.1167, CGMCC 4.1733, IFM 0237, IMET 7504, IMSNU 21185, KCTC 9957, NBRC 14403, VKM Ac-814",1,"Nocardia carnea",10
,,,,,7.5
,,,,,8
10762,"N1301, Y9","DSM 44546, CIP 108826, CCT 5601, JCM 12209, BCRC 16366, IFM 10366, NBRC 101014",1,"Nocardia cerradoensis",10
,,,,,8
10881,AB.4.1.b,"DSM 44595, ATCC 17041",0,"Nocardia coeliaca",5
10765,NB4H,"DSM 44597, ATCC 700418, JCM 10500, CCUG 46826, CIP 105895, IFM 10173, NBRC 100342",1,"Nocardia crassostreae",10
,,,,,6
,,,,,8
10747,,"DSM 44484, CIP 107669, JCM 11763, NBRC 100375, CCUG 48295, IMMIB D-1627, IFM 10235",1,"Nocardia cyriacigeorgica",10
,,,,,8
10795,,"DSM 44890, CCUG 50200, CIP 108553, IMMIB N-402, JCM 13394, JCM 13374, IFM 10589, NBRC 108235",1,"Nocardia elegans",10
,,,,,6
,,,,,8
10669,"GA 919 (N 164), M 258","DSM 43665, ATCC 3318, DSM 43257, DSM 43578, IMRU 3318, NCIB 12058, NCTC 11134, JCM 3088, BCRC 13380, BCRC 13722, CBS 318.60, CCUG 10109, CCUG 27778, CCUG 48656, CECT 3053, CECT 4069, CGMCC 4.1166, CGMCC 4.1829, CIP 104775, IFM 0028, IFM 0284, IFO 15532, IMET 7377, IMSNU 21224, KCTC 9958, NBRC 15532, NCIMB 12058, NRRL B-2089, PCM 2173",1,"Nocardia farcinica",10
,,,,,8
10666,"S738, Schering 257, A-0002","DSM 43289, ATCC 3308, IFO 3384, IMET 7020, NBRC 3384, NCTC 4526, JCM 3002, BCRC 13364, BCRC 16268, CIP 104821, IID 1646, LMG 4062",0,"Nocardia farcinica",10
,,,,,6
,,,,,8
136348,A-0316,"CIP 104828, IFM 0006, JCM 3316",0,"Nocardia farcinica",10
,,,,,6
,,,,,8
136406,,"CIP 54.1",0,"Nocardia farcinica",10
,,,,,6
,,,,,8
138107,"205, 23087","CIP 104834, ATCC 23826, JCM 6045, IFM 0291",0,"Nocardia paratuberculosis",10
,,,,,6
,,,,,8
10733,10.268-1,"DSM 44480, CCRC 13725, IFO 14341, JCM 3332, KCC A-0332, NBRC 14341, NRRL B-16176, CCUG 46925, BCRC 13725, CGMCC 4.1175, CIP 104511, IFM 0851, IMSNU 21181, IMSNU 21192, KCTC 9371, NBRC 108225",1,"Nocardia flavorosea",10
10751,S1,"DSM 44489, CIP 107226, JCM 11440, NBRC 100377, NCIMB 13759, CCUG 46120, CCUG 46296, IFM 10318",1,"Nocardia fluminea",10
,,,,,6
,,,,,8
136777,,"CIP 104513, IFO 14340, JCM 10427, BCRC 13734, NBRC 14340, DSM 100631, IMSNU 21193",1,"Nocardia fusca",10
,,,,,8
136342,3909-92E,"CIP 104776, ATCC 21292, IFO 13510",0,"Rhodococcus globerulus",10
,,,,,6
,,,,,8
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,"Nocardia higoensis",10
,,,,,6
,,,,,8
10764,,"DSM 44496, CIP 107670, JCM 11764, NRRL B-24141, CCUG 48296, IMMIB R-1434, CGMCC 4.1830, KCTC 19935, NBRC 108230",1,"Nocardia ignorata",10
,,,,,8
10782,,"DSM 44667, JCM 11891, NBRC 100128, IFM 0092, CIP 108421",1,"Nocardia inohanensis",10
,,,,,6
,,,,,8
135093,"IMIB RIN-622","CIP 108223",0,"Nocardia inohanensis",10
,,,,,6
,,,,,8
10824,"BM123, UI122540","DSM 45197, JCM 18299, NRRL 5646, NRRL B-24671",1,"Nocardia iowensis",<7
15991,"S673, N9, A-0163","DSM 43191, CBS 481.70, CCRC 12359, CIP 104822, IMRU 3856, JCM 3163, KCC A-0163, NCIB 9386, NRRL B-16174, BCRC 12359, CGMCC 4.1132, IFM 0852, NBRC 108226, NCIMB 9386",0,"Nocardia italica",10
10815,"04-5195, 5195","DSM 45048, CGMCC 4.3508, JCM 14879, IFM 10864, NBRC 108249",1,"Nocardia jinanensis",<5
10722,,"DSM 44952, CIP 108295, JCM 14590, IFM 10801, NBRC 108244, OFN 785-81",1,"Nocardia mexicana",10
,,,,,6
,,,,,8
10774,"SBHROA6, SBH<SUB>R</SUB>OA6","DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,"Nocardia neocaledoniensis",10
,,,,,6
,,,,,8
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330, CIP 108423",1,"Nocardia niigatensis",10
,,,,,6
,,,,,8
10742,"23095, 2338, R443(1), R443","DSM 44481, ATCC 33726, CCRC 13746, CIP 104777, IFM 0290, IFO 15556, JCM 6044, NBRC 15556, CCUG 45939, BCRC 13746, CECT 3056, CGMCC 4.1705, CGMCC 4.1879, IMSNU 21197, IMSNU 21201, KCTC 9959, VKM Ac-1971",1,"Nocardia nova",10
,,,,,6
,,,,,8
10738,"2-40, A-0288","DSM 43843, IAM 0501, JCM 3288, KCC A-0288, NRRL B-16175, BCRC 11086, CIP 104825, IAM 501, IFM 0854, IMSNU 21182, KCTC 3489, NBRC 103080, VKM Ac-1079",0,"Nocardia nova",10
,,,,,6
,,,,,8
136350,"93, 23006","CIP 104840, IFM 0309, JCM 9098, IMSNU 21198",0,"Nocardia nova",10
,,,,,6
,,,,,8
138476,23205,"CIP 104839, IFM 0308, JCM 9097, IMSNU 21205",0,"Nocardia nova",10
,,,,,6
,,,,,8
10679,,"DSM 43242, ATCC 14629, NCTC 1934, CCUG 10075, JCM 3377, CBS 262.39, CCM 2779, CGMCC 4.1168, CIP 104514, IFM 0239, IFO 14405, IID 5214, IMSNU 21221, JCM 3393, KCTC 9960, NBRC 14405, NCIMB 12084, VKM Ac-869",1,"Nocardia otitidiscaviarum",6
,,,,,8
137218,,"CIP 102918",0,"Nocardia otitidiscaviarum",10
138108,,"CIP 104836, IFM 0273, JCM 7792",0,"Nocardia otitidiscaviarum",10
,,,,,6
,,,,,8
10728,,"DSM 44386, ATCC BAA-278, JCM 10919, NBRC 100373, CCUG 46117, IMMIB D-1632, CGMCC 4.1722, CIP 106798, IFM 10001",1,"Nocardia paucivorans",10
,,,,,8
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,"Nocardia pneumoniae",10
,,,,,6
,,,,,8
10800,,"DSM 44932, CCTCC AA 204004, KCTC 19027, YIM 33361, CIP 108883",1,"Nocardia polyresistens",10
,,,,,6
,,,,,8
10726,,"DSM 44290, ATCC 51512, CCUG 35436, CIP 104600, JCM 9894, CGMCC 4.1880, IFM 0624, NBRC 108224",1,"Nocardia pseudobrasiliensis",10
,,,,,6
,,,,,8
137271,,"CIP 104598",0,"Nocardia pseudobrasiliensis",10
,,,,,6
,,,,,8
137273,,"CIP 104599, ATCC 51511, JCM 9893, IFM 0623",0,"Nocardia pseudobrasiliensis",10
,,,,,8
137424,"N 649","CIP 104602",0,"Nocardia pseudobrasiliensis",10
,,,,,6
,,,,,8
139250,"N 249","CIP 104601",0,"Nocardia pseudobrasiliensis",10
,,,,,6
,,,,,8
138103,"A-0289, 2-39","CIP 104826, IAM 0502, JCM 3289, IAM 502",0,"Nocardia pseudosporangifera",10
,,,,,8
138104,"2-41, A-0290","CIP 104827, IAM 0503, JCM 3290, IAM 503",0,"Nocardia pseudosporangifera",10
,,,,,8
10763,"AR 368,38366-20, Chas. Pfizer & Co. A","DSM 43406, CIP 107747, IMET 7501, IMRU 1072, JCM 11883, NRRL B-24154, BCRC 16378, NBRC 100343",1,"Nocardia pseudovaccinii",10
,,,,,8
10767,,"DSM 44599, CCUG 48752, NRRL B-24204, IMMIB R-145, JCM 13031, CIP 108222, IFM 10564, NBRC 108233",1,"Nocardia puris",10
140848,RY45-3,"JCM 19832, TISTR 2213, PCU 334",1,"Nocardia rayongensis",6
10749,W30,"DSM 44488, NBRC 100376, NCIMB 13760, JCM 11441, CCUG 46119, CCUG 46433, CIP 107223, IFM 10177",1,"Nocardia salmonicida subsp. cummidelens",10
,,,,,6
,,,,,8
10752,"44691, R89","DSM 44490, CIP 107225, JCM 11439, NBRC 100378, NCIMB 13758, CCUG 46121, CCUG 46295, IFM 10176",1,"Nocardia salmonicida subsp. cummidelens",10
,,,,,6
,,,,,8
10727,"A-7604, Rucker","DSM 40472, ATCC 27463, CBS 694.72, IFO 13393, ISP 5472, JCM 4826, NBRC 13393, NRRL B-2778, RIA 1354, BCRC 12441, CGMCC 4.1136, CGMCC 4.1502, CIP 104517, IFM 10710, IMSNU 21183, KCTC 9372, NRRL B-12385",1,"Nocardia salmonicida subsp. salmonicida",10
,,,,,6
,,,,,8
10725,"NA 8191","DSM 44129, ATCC 43993, CCUG 46828, CIP 104778, IFO 15557, JCM 3360, NBRC 15557, NCIMB 13256, VKM Ac-1967, BCRC 13745, IFM 0286, IMSNU 21188",1,"Nocardia seriolae",10
,,,,,6
,,,,,8
138105,,"CIP 104831, JCM 3361",0,"Nocardia seriolae",10
,,,,,6
,,,,,8
138106,,"CIP 104833, JCM 5849, IMSNU 21189",0,"Nocardia seriolae",10
,,,,,6
,,,,,8
139218,,"CIP 104830, JCM 3359, IMSNU 21187",0,"Nocardia seriolae",10
,,,,,6
,,,,,8
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,"Nocardia shimofusensis",10
,,,,,8
10695,,"DSM 43572, CBS 489.61, SN 6200",0,"Nocardia sp.",5
10780,MS1-3,"DSM 44801, CIP 108681, NBRC 100417, JCM 13313, IFM 10572",1,"Nocardia takedensis",10
,,,,,6
,,,,,8
10773,"GW 39-1573, GW39-1573T","DSM 44704, CIP 107929, CCUG 49019, JCM 12693, IFM 10554, NBRC 101015",1,"Nocardia tenerifensis",10
,,,,,6
,,,,,8
10790,,"DSM 44765, IFM 0937, JCM 12235, CIP 108506, NBRC 100365",1,"Nocardia testacea",10
,,,,,6
,,,,,8
10794,,"DSM 44808, IFM 10145, JCM 12356, CIP 108722, NBRC 100428",1,"Nocardia thailandica",10
,,,,,6
,,,,,8
10717,"3426, 16, strain 16","DSM 43405, ATCC 6865, DSM 43582, IFO 15921, IMRU 3426, NBRC 15921, NCTC 2392, CCUG 45937, CIP 104841, JCM 9099, CCM 2776, CCUG 4.1169, IFM 0333, IMET 7500, NRRL B-16037, VKM Ac-867",1,"Nocardia transvalensis",10
,,,,,6
,,,,,8
136349,"193, Jr 366, A-0319","CIP 104829, IFM 0203, JCM 3319, BCRC 13612",0,"Nocardia transvalensis",10
,,,,,6
,,,,,8
10719,A-0224,"DSM 43136, CBS 224.60, CCRC 13368, CIP 104824, IFO 13702, JCM 3224, KCC A-0224, LBG A 3004, NBRC 13702, NCIB 963, ETH 26650, BCRC 13368, CGMCC 4.1137, CIP 106796, IFM 0856, IMSNU 21186, LBG A-3004",1,"Nocardia uniformis",10
,,,,,8
10721,"BG 19, Schering 245, BG19, 245","DSM 43285, ATCC 11092, CBS 247.55, CCM 2757, IFO 15922, IMET 7503, IMRU 3500, JCM 3395, NBRC 15922, CCUG 46116, BCRC 13695, CIP 104899, ICMP 15782, ICMP 5814, IMSNU 21184, NCPPB 954, NRRL WC-3500, VKM Ac-1336, VKM Ac-856, CCRC 13695",1,"Nocardia vaccinii",10
,,,,,6
,,,,,8
10760,M157222,"DSM 44445, CIP 107095, KCTC 19902, NRRL B-24136, CCUG 46118, JCM 11307, IFM 10086, NBRC 100344",1,"Nocardia veterana",10
,,,,,8
137215,,"CIP 102915, IP 721",0,"Nocardia veterana",10
,,,,,8
10770,MK703-102F1,"DSM 44638, CIP 107372, FERM P-16580, IFO 16497, JCM 10988, NBRC 16497, IFM 10175",1,"Nocardia vinacea",10
,,,,,6
,,,,,8
133101,ST01-07,"BCC 45622, NBRC 109069",1,"Nocardia xestospongiae",7
10784,,"DSM 44669, JCM 11893, NBRC 100130, IFM 0265, CIP 108422",1,"Nocardia yamanashiensis",10
,,,,,6
,,,,,8
11090,652-48,"DSM 43109, ATCC 27980, CCM 2712, IMET 7807, JCM 3185, NCIB 11454, CCUG 37987, CIP 103451, BCRC 12442, CECT 3302, CGMCC 4.1230, CGMCC 4.1334, IFO 13917, IMSNU 20105, KACC 20014, KCTC 9186, LMG 16326, NBRC 13917, NCIMB 11454, NRRL B-5389, VKM Ac-682, VKM Ac-805",1,"Nocardioides albus",5
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,"Nocardioides alkalitolerans",<5
11118,GW-9,"DSM 17295, CIP 108375, JCM 11813, KCCM 41647",1,"Nocardioides aquiterrae",10
,,,,,6
,,,,,8
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,"Nocardioides daedukensis",5
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,"Nocardioides ganghwensis",10
,,,,,6
,,,,,8
11099,,"DSM 20641, ATCC 49810, IAM 12581, IFO 14755, IMET 10678, JCM 1364, NBRC 14755, NCIB 9770, CCUG 37988, CIP 102404, CNF 091, IMSNU 22036, KCTC 9134, LMG 16325, NCIMB 9770, PCM 2328, VKM Ac-1878",1,"Nocardioides jensenii",5
11110,,"DSM 15529, CIP 107017, JCM 10703, KCTC 0457BP, NRRL B-24725, NSP 41",1,"Nocardioides nitrophenolicus",10
,,,,,6
,,,,,8
11112,,"DSM 16090, NCIMB 14004, BAS 3, JCM 14342, CGMCC 4.6882, CIP 108901, IAM 15341",1,"Nocardioides oleivorans",10
,,,,,6
,,,,,8
11147,,"DSM 21348, KCTC 19470, Gsoil 346, JCM 16953",1,"Nocardioides panacisoli",5
11108,J70,"DSM 11054, NCIMB 12834, Grainger J70, JCM 9626, ATCC 51889, CIP 104157, IMSNU 22067, KCTC 9577, LMG 16210, VKM Ac-1998",1,"Nocardioides plantarum",10
,,,,,6
,,,,,8
11111,OS4,"DSM 15530, CIP 106800, JCM 10369, KCTC 0074BP",1,"Nocardioides pyridinolyticus",10
,,,,,8
158026,KUDC5002,"DSM 106604, KCTC 39855",1,"Nocardioides sambongensis",8
11215,"49, SNG49","DSM 44442, JCM 13853, NRRL B-24244, CGMCC 4.2109, NBRC 104164, CIP 108419",1,"Nocardiopsis aegyptia",05-09
,,,,,10
,,,,,5
11222,,"DSM 44844, CCTCC AA 2040015, CIP 109297, KCTC 19008, NBRC 104398, YIM 90109, JCM 15311",1,"Nocardiopsis chromatogenes",05-08
,,,,,10
11201,KS9,"DSM 44551, JCM 11768, NRRL B-24145, BCRC 16374, CGMCC 4.2090, CIP 107461, NBRC 100345, NCIMB 14354, VKM Ac-2521, VTT E-042201",1,"Nocardiopsis composta",10
,,,,,6
,,,,,8
11242,,"DSM 45611, CCTCC AA 2011010, JCM 31209, SCSIO 10427",1,"Nocardiopsis coralliicola",<18
11165,,"DSM 41473, ATCC 43683, INA 15719, JCM 6920, NBRC 15404, NRRL B-16366, VKM Ac-1209, AS 4.1617, CGMCC 4.1617, IFO 15404",0,"Nocardiopsis dassonvillei",10
11166,,"DSM 43111, ATCC 23218, IAM 14287, IMET 9605, IMRU 509, JCM 7437, NCTC 10488, BCRC 16260, CCM 2713, CGMCC 4.1231, CGMCC 4.2088, CIP 107115, IFM 0212, IFO 14626, IMSNU 20106, IMSNU 21331, KACC 20027, KCTC 9190, MTCC 1411, NBRC 14626, NRRL B-5397, PCM 2492, VKM Ac-797, VTT E-991431",1,"Nocardiopsis dassonvillei subsp. dassonvillei",10
,,,,,6
,,,,,8
11218,,"DSM 44841, CCTCC AA 2040012, CIP 109294, KCTC 19006, NBRC 104397, YIM 90087, JCM 15312",1,"Nocardiopsis gilva",05-08
11220,,"DSM 44845, CCTCC AA 2040016, CIP 109298, KCTC 19009, NBRC 104399, YIM 90130, JCM 15310",0,"Nocardiopsis halophila",05-08
11210,F100,"DSM 44410, JCM 11760, NRRL B-24124, BCRC 16376, CGMCC 4.2084, CIP 107430, NBRC 100347, VKM Ac-2519",1,"Nocardiopsis halotolerans",10
11199,HA-9,"DSM 44524, JCM 10721, KCTC 9831, BCRC 16383, CGMCC 4.2083, CIP 108008, NBRC 100348",1,"Nocardiopsis kunsanensis",6
,,,,,8-10
11175,203,"DSM 40297, ATCC 27442, CBS 661.72, CGMCC AS 4.1445, IFO 13360, ISP 5297, KCC S-0782, NBRC 13360, NCTC 434, PCM 2491, RIA 1321, JCM 4782, BCRC 15134, CGMCC 4.1445, CGMCC 4.2110, NRRL B-2782, VKM Ac-1881",1,"Nocardiopsis listeri",10
11236,,"DSM 45168, KCTC 19473, JSM 073097, JCM 16954",1,"Nocardiopsis kunsanensis",6
11209,114,"DSM 44598, CIP 107788, KBS 6, NRRL B-24159, JCM 12409, BCRC 16377, CGMCC 4.2089, NBRC 101841, VKM Ac-2522",1,"Nocardiopsis metallicus",10
